log_id,session_id,customer_id,visit_date,page_viewed,device_type,duration_seconds,source,country
2469,sess-65bc-19ac,4408,2024-12-20,/blog,desktop,149,tiktok,FI
2470,sess-65bc-19ac,,2024-12-20,/cart,desktop,45,tiktok,FI
2471,sess-65bc-19ac,4408,2024-12-20,/checkout,desktop,205,tiktok,FI
2472,sess-03ed-4071,4767,2023-06-19,/,desktop,59,email_campaign,EE
2473,sess-2193-6c41,3028,2024-08-09,/blog,desktop,199,tiktok,EE
2474,sess-0be7-0d0d,,2024-06-16,/category/jalanõusid,mobile,115,google_organic,EE
2475,sess-0be7-0d0d,3397,2024-06-16,/category/laste_riided,mobile,0,google_organic,EE
2476,sess-0be7-0d0d,3397,2024-06-16,/new-arrivals,mobile,111,google_organic,EE
2477,sess-0be7-0d0d,,2024-06-16,/category/laste_riided,mobile,43,google_organic,EE
2478,sess-7124-5a7d,,2024-03-14,/contact,desktop,99,direct,EE
2479,sess-7124-5a7d,,2024-03-14,/about,desktop,145,direct,EE
2480,sess-7124-5a7d,,2024-03-14,/account,desktop,95,direct,EE
2481,sess-7124-5a7d,,2024-03-14,/checkout,desktop,251,direct,EE
2482,sess-7124-5a7d,,2024-03-14,/,desktop,0,direct,EE
2483,sess-7124-5a7d,,2024-03-14,/account,desktop,311,direct,EE
2484,sess-7124-5a7d,,2024-03-14,/products,desktop,227,direct,EE
2485,sess-6215-650d,4141,2023-10-21,/category/meeste_riided,mobile,102,facebook_ads,EE
2486,sess-6215-650d,4141,2023-10-21,/products,mobile,44,facebook_ads,EE
2487,sess-6215-650d,4141,2023-10-21,/cart,mobile,233,facebook_ads,EE
2488,sess-6215-650d,4141,2023-10-21,/checkout,mobile,315,FB,EE
2489,sess-5bbc-8524,,2024-07-06,/contact,mobile,199,facebook_ads,EE
2490,sess-5bbc-8524,,2024-07-06,/category/naiste_riided,mobile,229,facebook_ads,EE
2491,sess-5bbc-8524,,2024-07-06,/category/meeste_riided,mobile,36,facebook_ads,EE
2492,sess-ed23-0ac6,,2024-09-14,/,mobile,150,google_organic,EE
2493,sess-ed23-0ac6,4157,2024-09-14,/new-arrivals,mobile,208,google_organic,EE
2494,sess-ed23-0ac6,4157,2024-09-14,/cart,mobile,35,google_organic,EE
2495,sess-ed23-0ac6,4157,2024-09-14,/checkout,mobile,178,google_organic,EE
2496,sess-ed23-0ac6,4157,2024-09-14,/account,mobile,95,google organic,EE
2497,sess-ed23-0ac6,4157,2024-09-14,/category/naiste_riided,mobile,175,google_organic,EE
2498,sess-35c3-a021,3902,2024-02-21,/cart,desktop,95,email_campaign,EE
2499,sess-35c3-a021,3902,2024-02-21,/category/meeste_riided,desktop,90,email_campaign,EE
2500,sess-35c3-a021,3902,2024-02-21,/products,desktop,88,email_campaign,EE
2501,sess-35c3-a021,,2024-02-21,/checkout,desktop,313,email_campaign,EE
2502,sess-5cdc-6b42,4202,2023-05-31,/,mobile,224,email_campaign,EE
2503,sess-5cdc-6b42,4202,2023-05-31,/category/naiste_riided,mobile,108,email_campaign,EE
2504,sess-5cdc-6b42,4202,2023-05-31,/blog,mobile,137,email_campaign,EE
2505,sess-5cdc-6b42,4202,2023-05-31,/account,mobile,126,email_campaign,EE
2506,sess-5cdc-6b42,4202,2023-05-31,/blog,mobile,29,email_campaign,EE
2507,sess-5cdc-6b42,4202,2023-05-31,/account,mobile,71,email_campaign,EE
2508,sess-5cdc-6b42,4202,2023-05-31,/account,mobile,204,email_campaign,EE
2509,sess-5cdc-6b42,4202,2023-05-31,/blog,mobile,168,email_campaign,EE
2510,sess-702b-e58c,4021,2023-11-21,/category/meeste_riided,mobile,35,google_organic,EE
2511,sess-702b-e58c,4021,2023-11-21,/sale,mobile,151,google_organic,EE
2512,sess-702b-e58c,4021,2023-11-21,/about,mobile,163,google_organic,EE
2513,sess-702b-e58c,4021,2023-11-21,/cart,mobile,0,google_organic,EE
2514,sess-702b-e58c,4021,2023-11-21,/contact,mobile,131,Google Organic,EE
2515,sess-0ae7-2ce9,4036,2023-04-14,/sale,mobile,131,google_organic,EE
2516,sess-0ae7-2ce9,4036,2023-04-14,/checkout,mobile,320,google_organic,EE
2517,sess-edb5-f9ec,,2023-12-14,/sale,desktop,133,direct,EE
2518,sess-edb5-f9ec,,2023-12-14,/checkout,desktop,10,direct,EE
2519,sess-edb5-f9ec,,2023-12-14,/category/naiste_riided,desktop,53,direct,EE
2520,sess-edb5-f9ec,,2023-12-14,/products,desktop,135,direct,EE
2521,sess-edb5-f9ec,,2023-12-14,/account,desktop,335,direct,EE
2522,sess-c5b3-1c10,3738,2023-05-07,/blog,desktop,263,google_organic,EE
2523,sess-c5b3-1c10,3738,2023-05-07,/,desktop,211,google_organic,EE
2524,sess-c5b3-1c10,3738,2023-05-07,/blog,desktop,132,google_organic,EE
2525,sess-c5b3-1c10,3738,2023-05-07,/checkout,desktop,267,google,EE
2526,sess-c5b3-1c10,3738,2023-05-07,/category/laste_riided,desktop,149,google_organic,EE
2527,sess-c5b3-1c10,3738,2023-05-07,/products,desktop,159,google_organic,EE
2528,sess-c5b3-1c10,3738,2023-05-07,/checkout,desktop,123,google_organic,EE
2529,sess-05d9-e9b3,,2024-08-16,/sale,mobile,108,direct,EE
2530,sess-05d9-e9b3,,2024-08-16,/contact,mobile,28,direct,EE
2531,sess-6748-e583,,2023-12-11,/,mobile,157,google,EE
2532,sess-6748-e583,2656,2023-12-11,/,mobile,84,google_organic,EE
2533,sess-6748-e583,2656,2023-12-11,/category/jalanõusid,mobile,202,google_organic,EE
2534,sess-6748-e583,2656,2023-12-11,/new-arrivals,mobile,192,google_organic,EE
2535,sess-6748-e583,2656,2023-12-11,/category/jalanõusid,mobile,99,google_organic,EE
2536,sess-5dc9-2d75,,2025-02-05,/checkout,mobile,204,Facebook Ads,EE
2537,sess-5dc9-2d75,,2025-02-05,/contact,mobile,242,facebook_ads,EE
2538,sess-934b-800d,2481,2023-06-23,/account,mobile,298,google_ads,EE
2539,sess-934b-800d,2481,2023-06-23,/blog,mobile,253,google_ads,EE
2540,sess-934b-800d,2481,2023-06-23,/category/meeste_riided,mobile,108,google_ads,EE
2541,sess-934b-800d,2481,2023-06-23,/category/aksessuaarid,mobile,95,google_ads,EE
2542,sess-934b-800d,2481,2023-06-23,/category/meeste_riided,mobile,224,google_ads,EE
2543,sess-bd54-c3fb,,2024-06-03,/category/meeste_riided,desktop,166,facebook_ads,EE
2544,sess-bd54-c3fb,,2024-06-03,/category/naiste_riided,desktop,157,facebook_ads,EE
2545,sess-bd54-c3fb,,2024-06-03,/blog,desktop,115,facebook_ads,EE
2546,sess-bd54-c3fb,,2024-06-03,/category/naiste_riided,desktop,0,Facebook Ads,EE
2547,sess-0b89-f6ed,3978,2024-07-17,/category/jalanõusid,mobile,191,google_organic,EE
2548,sess-0b89-f6ed,3978,2024-07-17,/category/aksessuaarid,mobile,51,google_organic,EE
2549,sess-0b89-f6ed,3978,2024-07-17,/products,mobile,62,google_organic,EE
2550,sess-7c18-5ed0,,2023-01-15,/category/aksessuaarid,desktop,73,facebook_ads,EE
2551,sess-7c18-5ed0,,2023-01-15,/products,desktop,123,facebook_ads,EE
2552,sess-7c18-5ed0,,2023-01-15,/blog,desktop,45,fb_ads,EE
2553,sess-7c18-5ed0,,2023-01-15,/,desktop,121,facebook_ads,EE
2554,sess-7c18-5ed0,,2023-01-15,/new-arrivals,desktop,297,facebook_ads,EE
2555,sess-c995-5ec7,3941,2024-01-06,/checkout,mobile,331,google_ads,EE
2556,sess-c995-5ec7,3941,2024-01-06,/category/laste_riided,mobile,179,google_ads,EE
2557,sess-c995-5ec7,3941,2024-01-06,/category/meeste_riided,mobile,155,google_ads,EE
2558,sess-c995-5ec7,3941,2020-06-07,/about,mobile,196,google_ads,EE
2559,sess-c995-5ec7,3941,2024-01-06,/,mobile,51,google_ads,EE
2560,sess-3667-06ca,4110,2023-10-14,/category/meeste_riided,desktop,61,google_organic,EE
2561,sess-bdc9-ceba,4823,2023-12-23,/account,desktop,247,email_campaign,EE
2562,sess-bdc9-ceba,,2023-12-23,/products,desktop,184,email_campaign,EE
2563,sess-bdc9-ceba,4823,2023-12-23,/cart,desktop,142,email_campaign,EE
2564,sess-bdc9-ceba,4823,2023-12-23,/checkout,desktop,220,email_campaign,EE
2565,sess-bdc9-ceba,4823,2023-12-23,/category/jalanõusid,desktop,332,email_campaign,EE
2566,sess-bdc9-ceba,4823,2023-12-23,/products,desktop,135,email_campaign,EE
2567,sess-bdc9-ceba,4823,2023-12-23,/account,desktop,137,email_campaign,EE
2568,sess-8d8d-13a1,2626,2023-11-11,/about,desktop,0,facebook_ads,EE
2569,sess-8d8d-13a1,2626,2023-11-11,/account,desktop,43,facebook_ads,EE
2570,sess-8d8d-13a1,2626,2023-11-11,/sale,desktop,28,facebook_ads,EE
2571,sess-8d8d-13a1,2626,2023-11-11,/cart,desktop,97,facebook_ads,EE
2572,sess-8d8d-13a1,2626,2023-11-11,/checkout,desktop,389,facebook_ads,EE
2573,sess-8d8d-13a1,2626,2023-11-11,/category/meeste_riided,desktop,149,facebook_ads,EE
2574,sess-8d8d-13a1,2626,2023-11-11,/new-arrivals,desktop,162,facebook_ads,EE
2575,sess-a6d0-20df,3992,2024-07-14,/blog,mobile,109,email_campaign,EE
2576,sess-a6d0-20df,3992,2024-07-14,/category/laste_riided,mobile,110,email_campaign,EE
2577,sess-a6d0-20df,3992,2024-07-14,/category/meeste_riided,mobile,193,email_campaign,EE
2578,sess-a6d0-20df,3992,2024-07-14,/new-arrivals,mobile,227,email_campaign,EE
2579,sess-a6d0-20df,3992,2024-07-14,/category/laste_riided,mobile,213,email_campaign,EE
2580,sess-a6d0-20df,3992,2024-07-14,/checkout,mobile,336,email_campaign,EE
2581,sess-b57c-b691,2914,2023-09-06,/new-arrivals,tablet,113,direct,EE
2582,sess-b57c-b691,2914,2023-09-06,/category/meeste_riided,tablet,30,direct,EE
2583,sess-4053-f62e,3074,2023-01-14,/cart,tablet,31,email_campaign,EE
2584,sess-4053-f62e,3074,2023-01-14,/checkout,tablet,362,email_campaign,EE
2585,sess-4053-f62e,3074,2023-01-14,/contact,tablet,0,email_campaign,EE
2586,sess-3265-cf37,2762,2024-05-03,/category/meeste_riided,desktop,31,facebook_ads,EE
2587,sess-3265-cf37,2762,2024-05-03,/new-arrivals,desktop,49,facebook_ads,EE
2588,sess-3265-cf37,2762,2024-05-03,/category/naiste_riided,desktop,202,facebook_ads,EE
2589,sess-3265-cf37,2762,2024-05-03,/about,desktop,77,facebook_ads,EE
2590,sess-3265-cf37,2762,2024-05-03,/account,desktop,171,Facebook,EE
2591,sess-3265-cf37,2762,2024-05-03,/sale,desktop,162,facebook_ads,EE
2592,sess-3265-cf37,,2024-05-03,/checkout,desktop,156,fb_ads,EE
2593,sess-f26c-fcce,,2024-03-14,/contact,mobile,106,google_organic,EE
2594,sess-f26c-fcce,,2024-03-14,/category/naiste_riided,mobile,202,google_organic,EE
2595,sess-f26c-fcce,2751,2024-03-14,/account,mobile,217,google_organic,EE
2596,sess-f26c-fcce,2751,2024-03-14,/category/meeste_riided,mobile,232,google_organic,EE
2597,sess-f26c-fcce,2751,2024-03-14,/products,mobile,123,google_organic,EE
2598,sess-f26c-fcce,2751,2024-03-14,/cart,mobile,11,google_organic,EE
2599,sess-813e-998e,2406,2024-07-26,/checkout,tablet,0,tiktok,EE
2600,sess-813e-998e,2406,2024-07-26,/blog,tablet,160,tiktok,EE
2601,sess-813e-998e,2406,2024-07-26,/products,tablet,138,tiktok,EE
2602,sess-813e-998e,2406,2024-07-26,/category/jalanõusid,tablet,51,tiktok,EE
2603,sess-813e-998e,2406,2024-07-26,/category/laste_riided,tablet,144,tiktok,EE
2604,sess-813e-998e,2406,2024-07-26,/cart,tablet,133,tiktok,EE
2605,sess-813e-998e,2406,2024-07-26,/checkout,tablet,478,tiktok,EE
2606,sess-813e-998e,2406,2024-07-26,/blog,tablet,31,tiktok,EE
2607,sess-047f-318c,4051,2023-05-24,/blog,mobile,296,google_ads,EE
2608,sess-047f-318c,4051,2023-05-24,/products,mobile,52,google_ads,EE
2609,sess-047f-318c,4051,2023-05-24,/cart,mobile,40,google_ads,EE
2610,sess-047f-318c,4051,2023-05-24,/contact,mobile,0,google_ads,EE
2611,sess-047f-318c,4051,2023-05-24,/about,mobile,105,google_ads,EE
2612,sess-edf0-1b97,,2024-02-10,/new-arrivals,mobile,149,google_organic,EE
2613,sess-edf0-1b97,,2024-02-10,/category/jalanõusid,mobile,109,google,EE
2614,sess-edf0-1b97,,2024-02-10,/products,mobile,94,google_organic,EE
2615,sess-edf0-1b97,,2024-02-10,/about,mobile,135,Google Organic,EE
2616,sess-a4d6-0b45,3723,2024-10-09,/category/meeste_riided,mobile,79,email_campaign,EE
2617,sess-a4d6-0b45,3723,2024-10-09,/products,mobile,0,email_campaign,EE
2618,sess-a4d6-0b45,3723,2024-10-09,/category/laste_riided,mobile,199,email_campaign,EE
2619,sess-175c-8243,,2024-04-26,/sale,desktop,23,google_organic,EE
2620,sess-175c-8243,2034,2024-04-26,/category/jalanõusid,desktop,98,google_organic,EE
2621,sess-175c-8243,2034,2024-04-26,/about,desktop,0,google_organic,EE
2622,sess-175c-8243,2034,2024-04-26,/about,desktop,82,google_organic,EE
2623,sess-175c-8243,2034,2024-04-26,/category/laste_riided,desktop,178,google_organic,EE
2624,sess-175c-8243,2034,2024-04-26,/products,desktop,143,google_organic,EE
2625,sess-175c-8243,2034,2024-04-26,/cart,desktop,50,google_organic,EE
2626,sess-4ddf-afb6,,2023-09-01,/category/jalanõusid,mobile,64,facebook_ads,EE
2627,sess-0099-6068,4571,2023-08-28,/category/jalanõusid,desktop,70,facebook_ads,EE
2628,sess-0099-6068,4571,2023-08-28,/blog,desktop,120,facebook_ads,EE
2629,sess-72aa-84fd,,2024-04-01,/category/naiste_riided,desktop,53,google_organic,EE
2630,sess-72aa-84fd,,2024-04-01,/contact,desktop,206,google_organic,EE
2631,sess-e6f1-f8a8,2841,2024-04-03,/contact,mobile,145,direct,EE
2632,sess-71f8-1787,4443,2024-06-19,/new-arrivals,mobile,148,email_campaign,EE
2633,sess-71f8-1787,4443,2024-06-19,/category/naiste_riided,mobile,159,email_campaign,EE
2634,sess-71f8-1787,4443,2024-06-19,/products,mobile,205,email_campaign,EE
2635,sess-71f8-1787,4443,2024-06-19,/category/meeste_riided,mobile,2,email_campaign,EE
2636,sess-71f8-1787,4443,2024-06-19,/category/laste_riided,mobile,264,email_campaign,EE
2637,sess-71f8-1787,4443,2024-06-19,/new-arrivals,mobile,185,email_campaign,EE
2638,sess-71f8-1787,4443,2024-06-19,/category/laste_riided,mobile,0,email_campaign,EE
2639,sess-71f8-1787,4443,2024-06-19,/,mobile,70,email_campaign,EE
2640,sess-3f25-9387,3105,2023-03-05,/contact,desktop,163,google_ads,EE
2641,sess-3f25-9387,3105,2023-03-05,/about,desktop,233,google_ads,EE
2642,sess-3f25-9387,3105,2023-03-05,/cart,desktop,136,google_ads,EE
2643,sess-7de2-045e,4094,2024-02-24,/category/naiste_riided,desktop,135,direct,EE
2644,sess-7de2-045e,4094,2024-02-24,/blog,desktop,212,direct,EE
2645,sess-7de2-045e,4094,2024-02-24,/sale,desktop,136,direct,EE
2646,sess-7de2-045e,4094,2024-02-24,/,desktop,78,direct,EE
2647,sess-7de2-045e,4094,2024-02-24,/cart,desktop,38,direct,EE
2648,sess-7de2-045e,4094,2024-02-24,/account,desktop,124,direct,EE
2649,sess-7de2-045e,4094,2024-02-24,/products,desktop,0,direct,EE
2650,sess-d071-3c6f,2276,2023-05-23,/cart,desktop,161,google_organic,EE
2651,sess-d071-3c6f,2276,2023-05-23,/checkout,desktop,364,Google Organic,EE
2652,sess-d071-3c6f,2276,2023-05-23,/about,desktop,58,google_organic,EE
2653,sess-d071-3c6f,2276,2023-05-23,/account,desktop,0,google_organic,EE
2654,sess-d071-3c6f,2276,2023-05-23,/category/laste_riided,desktop,164,google_organic,EE
2655,sess-d071-3c6f,,2023-05-23,/category/aksessuaarid,desktop,108,google_organic,EE
2656,sess-3af0-2a0e,4523,2024-03-30,/contact,tablet,187,google_organic,EE
2657,sess-3af0-2a0e,4523,2024-03-30,/contact,tablet,123,google_organic,EE
2658,sess-3af0-2a0e,4523,2024-03-30,/,tablet,189,google_organic,EE
2659,sess-3af0-2a0e,4523,2024-03-30,/sale,tablet,218,google_organic,EE
2660,sess-3af0-2a0e,4523,2024-03-30,/category/meeste_riided,tablet,33,google_organic,EE
2661,sess-69f4-8bfe,2186,2023-04-12,/about,desktop,99,google_organic,EE
2662,sess-69f4-8bfe,2186,2023-04-12,/category/jalanõusid,desktop,174,google_organic,EE
2663,sess-69f4-8bfe,2186,2023-04-12,/products,desktop,99,google organic,EE
2664,sess-69f4-8bfe,2186,2023-04-12,/products,desktop,139,google_organic,EE
2665,sess-69f4-8bfe,2186,2023-04-12,/,desktop,236,google_organic,EE
2666,sess-6fdd-6d50,3663,2023-09-26,/category/aksessuaarid,desktop,111,instagram,EE
2667,sess-6fdd-6d50,,2023-09-26,/products,desktop,38,instagram,EE
2668,sess-affc-5c40,,2024-08-12,/category/aksessuaarid,tablet,73,facebook_ads,EE
2669,sess-affc-5c40,3997,2024-08-12,/products,tablet,133,facebook_ads,EE
2670,sess-affc-5c40,3997,2024-08-12,/category/naiste_riided,tablet,55,facebook_ads,EE
2671,sess-affc-5c40,3997,2024-08-12,/products,tablet,274,facebook_ads,EE
2672,sess-affc-5c40,3997,2024-08-12,/about,tablet,138,FB,EE
2673,sess-affc-5c40,3997,2024-08-12,/category/laste_riided,tablet,195,facebook_ads,EE
2674,sess-2ea7-4205,2880,2024-11-14,/about,tablet,218,direct,EE
2675,sess-42d0-378d,4963,2025-02-12,/category/naiste_riided,mobile,56,google_organic,EE
2676,sess-42d0-378d,4963,2025-02-12,/products,mobile,101,google_organic,EE
2677,sess-42d0-378d,4963,2025-02-12,/cart,mobile,0,google_organic,EE
2678,sess-42d0-378d,,2025-02-12,/checkout,mobile,284,google_organic,EE
2679,sess-42d0-378d,4963,2025-02-12,/cart,mobile,137,Google,EE
2680,sess-42d0-378d,4963,2025-02-12,/category/aksessuaarid,mobile,83,google_organic,EE
2681,sess-42d0-378d,,2025-02-12,/about,mobile,166,google_organic,EE
2682,sess-42d0-378d,4963,2025-02-12,/category/laste_riided,mobile,2,Google,EE
2683,sess-85af-0a37,4814,2024-04-15,/category/jalanõusid,mobile,169,google_ads,EE
2684,sess-85af-0a37,4814,2024-04-15,/products,mobile,135,google_ads,EE
2685,sess-85af-0a37,4814,2024-04-15,/about,mobile,75,google_ads,EE
2686,sess-85af-0a37,4814,2024-04-15,/category/jalanõusid,mobile,171,google_ads,EE
2687,sess-85af-0a37,,2024-04-15,/category/jalanõusid,mobile,103,google_ads,EE
2688,sess-85af-0a37,4814,2024-04-15,/products,mobile,149,google_ads,EE
2689,sess-85af-0a37,4814,2024-04-15,/category/meeste_riided,mobile,47,google_ads,EE
2690,sess-85af-0a37,4814,2024-04-15,/category/aksessuaarid,mobile,72,google_ads,EE
2691,sess-6236-f15b,2577,2023-04-10,/about,desktop,157,tiktok,EE
2692,sess-6236-f15b,2577,2023-04-10,/checkout,desktop,419,tiktok,EE
2693,sess-6236-f15b,2577,2023-04-10,/category/aksessuaarid,desktop,0,tiktok,EE
2694,sess-6236-f15b,,2023-04-10,/cart,desktop,308,tiktok,EE
2695,sess-6236-f15b,2577,2023-04-10,/checkout,desktop,313,tiktok,EE
2696,sess-6236-f15b,2577,2023-04-10,/account,desktop,152,tiktok,EE
2697,sess-6236-f15b,2577,2023-04-10,/,desktop,96,tiktok,EE
2698,sess-6236-f15b,2577,2023-04-10,/blog,desktop,29,tiktok,EE
2699,sess-4475-45fd,2023,2024-09-27,/blog,mobile,47,google_ads,EE
2700,sess-4475-45fd,2023,2024-09-27,/category/laste_riided,mobile,229,google_ads,EE
2701,sess-4475-45fd,2023,2024-09-27,/blog,mobile,35,google_ads,EE
2702,sess-7f94-f435,2658,2024-05-06,/category/aksessuaarid,desktop,18,facebook_ads,EE
2703,sess-7f94-f435,2658,2024-05-06,/products,desktop,160,facebook_ads,EE
2704,sess-7f94-f435,2658,2024-05-06,/category/jalanõusid,desktop,68,facebook_ads,EE
2705,sess-7f94-f435,2658,2024-05-06,/account,desktop,8,facebook_ads,EE
2706,sess-7f94-f435,2658,2024-05-06,/sale,desktop,72,facebook_ads,EE
2707,sess-7f94-f435,2658,2024-05-06,/category/laste_riided,desktop,215,facebook_ads,EE
2708,sess-7f94-f435,2658,2024-05-06,/category/naiste_riided,desktop,94,facebook_ads,EE
2709,sess-7f94-f435,2658,2024-05-06,/products,desktop,145,facebook_ads,EE
2710,sess-503e-b127,,2023-06-01,/products,mobile,53,instagram_ads,EE
2711,sess-503e-b127,,2023-06-01,/category/laste_riided,mobile,176,instagram,EE
2712,sess-503e-b127,,2023-06-01,/checkout,mobile,142,instagram,EE
2713,sess-503e-b127,,2023-06-01,/about,mobile,166,instagram,EE
2714,sess-503e-b127,,2023-06-01,/new-arrivals,mobile,73,instagram,EE
2715,sess-503e-b127,,2023-06-01,/category/laste_riided,mobile,18,instagram,EE
2716,sess-503e-b127,,2023-06-01,/contact,mobile,151,instagram,EE
2717,sess-503e-b127,,2023-06-01,/category/naiste_riided,mobile,48,ig_ads,EE
2718,sess-91be-43ca,3966,2024-03-29,/category/naiste_riided,mobile,226,direct,EE
2719,sess-91be-43ca,3966,2024-03-29,/category/jalanõusid,mobile,0,direct,EE
2720,sess-91be-43ca,3966,2024-03-29,/new-arrivals,mobile,230,direct,EE
2721,sess-91be-43ca,3966,2024-03-29,/category/naiste_riided,mobile,0,direct,EE
2722,sess-91be-43ca,3966,2024-03-29,/sale,mobile,220,direct,EE
2723,sess-91be-43ca,3966,2024-03-29,/contact,mobile,128,direct,EE
2724,sess-91be-43ca,3966,2024-03-29,/blog,mobile,42,direct,EE
2725,sess-d030-2e4f,4711,2023-01-29,/checkout,desktop,240,Google,EE
2726,sess-d030-2e4f,4711,2023-01-29,/category/laste_riided,desktop,233,google_organic,EE
2727,sess-d030-2e4f,4711,2023-01-29,/category/laste_riided,desktop,52,google_organic,EE
2728,sess-d030-2e4f,4711,2023-01-29,/products,desktop,40,google_organic,EE
2729,sess-d030-2e4f,4711,2023-01-29,/sale,desktop,107,google_organic,EE
2730,sess-d030-2e4f,,2023-01-29,/products,desktop,133,google_organic,EE
2731,sess-d030-2e4f,4711,2023-01-29,/cart,desktop,104,google_organic,EE
2732,sess-d030-2e4f,4711,2023-01-29,/checkout,desktop,147,google organic,EE
2733,sess-06fe-0bb4,3910,2024-02-24,/category/aksessuaarid,mobile,73,email_campaign,EE
2734,sess-06fe-0bb4,3910,2024-02-24,/products,mobile,115,email_campaign,EE
2735,sess-06fe-0bb4,3910,2024-02-24,/category/meeste_riided,mobile,11,email_campaign,EE
2736,sess-77ec-d3fd,,2023-01-21,/products,desktop,99,google_organic,EE
2737,sess-77ec-d3fd,,2023-01-21,/products,desktop,166,google_organic,EE
2738,sess-77ec-d3fd,,2023-01-21,/checkout,desktop,325,google_organic,EE
2739,sess-77ec-d3fd,,2023-01-21,/,desktop,16,google_organic,EE
2740,sess-77ec-d3fd,,2023-01-21,/new-arrivals,desktop,0,google_organic,EE
2741,sess-77ec-d3fd,,2023-01-21,/category/aksessuaarid,desktop,185,google_organic,EE
2742,sess-77ec-d3fd,,2023-01-21,/category/meeste_riided,desktop,84,google_organic,EE
2743,sess-eb82-9023,2424,2024-02-27,/about,desktop,50,direct,EE
2744,sess-eb82-9023,2424,2024-02-27,/products,desktop,366,direct,EE
2745,sess-eb82-9023,2424,2024-02-27,/cart,desktop,77,direct,EE
2746,sess-eb82-9023,2424,2024-02-27,/sale,desktop,299,direct,EE
2747,sess-4d43-b537,,2024-05-06,/cart,mobile,186,facebook_ads,EE
2748,sess-4d43-b537,2493,2024-05-06,/,mobile,190,facebook_ads,EE
2749,sess-4d43-b537,2493,2024-05-06,/about,mobile,35,facebook_ads,EE
2750,sess-b4bb-4d4c,4777,2023-05-16,/contact,desktop,73,email_campaign,EE
2751,sess-f180-d95e,3214,2024-01-28,/account,mobile,260,facebook_ads,EE
2752,sess-f180-d95e,3214,2024-01-28,/category/aksessuaarid,mobile,213,fb_ads,EE
2753,sess-f180-d95e,3214,2024-01-28,/account,mobile,187,Facebook Ads,EE
2754,sess-8ca4-a044,3229,2023-11-23,/,mobile,195,tiktok,EE
2755,sess-8ca4-a044,3229,2023-11-23,/category/laste_riided,mobile,14,tiktok,EE
2756,sess-8ca4-a044,3229,2023-11-23,/sale,mobile,165,tiktok,EE
2757,sess-8ca4-a044,3229,2023-11-23,/about,mobile,0,tiktok,EE
2758,sess-8ca4-a044,,2023-11-23,/about,mobile,68,tiktok,EE
2759,sess-8ca4-a044,3229,2023-11-23,/category/aksessuaarid,mobile,189,tiktok,EE
2760,sess-edb7-e67f,4289,2023-10-19,/new-arrivals,mobile,153,instagram,EE
2761,sess-edb7-e67f,4289,2023-10-19,/blog,mobile,216,instagram,EE
2762,sess-a046-95a5,3406,2024-08-29,/new-arrivals,mobile,60,google_organic,EE
2763,sess-a046-95a5,3406,2024-08-29,/blog,mobile,113,Google,EE
2764,sess-a046-95a5,3406,2024-08-29,/contact,mobile,64,google_organic,EE
2765,sess-a046-95a5,3406,2024-08-29,/about,mobile,124,google_organic,EE
2766,sess-a046-95a5,3406,2024-08-29,/category/laste_riided,mobile,107,google_organic,EE
2767,sess-a046-95a5,3406,2024-08-29,/cart,mobile,11,google_organic,EE
2768,sess-a046-95a5,,2024-08-29,/account,mobile,141,google_organic,EE
2769,sess-b2a1-8426,,2023-10-12,/products,mobile,199,facebook_ads,EE
2770,sess-b2a1-8426,,2023-10-12,/new-arrivals,mobile,21,facebook_ads,EE
2771,sess-6baf-ca9b,,2023-03-30,/checkout,tablet,339,Facebook Ads,EE
2772,sess-6baf-ca9b,3768,2023-03-30,/category/jalanõusid,tablet,0,facebook_ads,EE
2773,sess-6baf-ca9b,3768,2023-03-30,/,tablet,0,Facebook,EE
2774,sess-6baf-ca9b,3768,2023-03-30,/about,tablet,155,Facebook,EE
2775,sess-6baf-ca9b,3768,2023-03-30,/cart,tablet,54,facebook_ads,EE
2776,sess-6baf-ca9b,3768,2023-03-30,/category/naiste_riided,tablet,160,facebook_ads,EE
2777,sess-6baf-ca9b,3768,2023-03-30,/sale,tablet,142,facebook_ads,EE
2778,sess-6baf-ca9b,3768,2023-03-30,/category/aksessuaarid,tablet,63,facebook_ads,EE
2779,sess-119d-57cd,4489,2023-05-18,/category/jalanõusid,tablet,237,google_ads,EE
2780,sess-119d-57cd,4489,2023-05-18,/products,tablet,56,google_ads,EE
2781,sess-119d-57cd,4489,2023-05-18,/category/naiste_riided,tablet,125,google_ads,EE
2782,sess-119d-57cd,,2023-05-18,/category/meeste_riided,tablet,201,google_ads,EE
2783,sess-119d-57cd,4489,2023-05-18,/sale,tablet,103,google_ads,EE
2784,sess-119d-57cd,4489,2023-05-18,/contact,tablet,146,google_ads,EE
2785,sess-119d-57cd,4489,2023-05-18,/about,tablet,294,google_ads,EE
2786,sess-80cf-494b,3866,2023-08-17,/sale,desktop,53,instagram,EE
2787,sess-828f-9f65,2735,2024-02-20,/,desktop,150,google_ads,EE
2788,sess-828f-9f65,,2024-02-20,/products,desktop,0,google_ads,EE
2789,sess-828f-9f65,,2024-02-20,/new-arrivals,desktop,92,google_ads,EE
2790,sess-828f-9f65,2735,2024-02-20,/category/jalanõusid,desktop,86,google_ads,EE
2791,sess-828f-9f65,2735,2024-02-20,/category/laste_riided,desktop,155,google_ads,EE
