customer_id,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment,Weighted_RFM_Score,Advanced_Segment
2462.0,501,3,642.23,1,3,3,7,Potential,10,New Customers
2463.0,205,5,1580.6100000000001,2,5,5,12,Loyal,17,Loyal Customers
2464.0,59,3,626.3,5,3,2,10,Loyal,12,Regular Customers
2466.0,329,1,104.08,1,1,1,3,Lost,4,Lost
2468.0,160,1,53.01,3,1,1,5,At Risk,6,At Risk
2469.0,183,6,2130.7400000000002,3,5,5,13,VIP Champions,18,VIP Champions
2471.0,150,2,806.5,3,2,3,8,Potential,11,New Customers
2472.0,67,3,650.55,4,3,3,10,Loyal,13,Regular Customers
2474.0,70,3,485.98,4,3,2,9,Potential,11,Regular Customers
2475.0,237,4,1341.42,2,4,4,10,Loyal,14,Regular Customers
2476.0,475,1,62.56,1,1,1,3,Lost,4,Lost
2477.0,199,1,654.14,3,1,3,7,Potential,10,New Customers
2479.0,184,4,489.48,3,4,2,9,Potential,11,Regular Customers
2481.0,218,4,1256.58,2,4,4,10,Loyal,14,Regular Customers
2482.0,155,2,541.07,3,2,2,7,Potential,9,New Customers
2483.0,184,2,553.04,3,2,2,7,Potential,9,New Customers
2484.0,128,4,1662.94,3,4,5,12,Loyal,17,Loyal Customers
2485.0,74,5,955.93,4,5,3,12,Loyal,15,Loyal Customers
2486.0,8,6,1594.74,5,5,5,15,VIP Champions,20,VIP Champions
2487.0,15,5,1205.61,5,5,4,14,VIP Champions,18,VIP Champions
2488.0,185,1,723.39,3,1,3,7,Potential,10,New Customers
2489.0,219,2,222.07,2,2,1,5,At Risk,6,At Risk
2490.0,146,3,1880.98,3,3,5,11,Loyal,16,Loyal Customers
2491.0,130,3,511.55,3,3,2,8,Potential,10,New Customers
2492.0,151,2,632.6700000000001,3,2,3,8,Potential,11,New Customers
2493.0,387,2,720.3,1,2,3,6,At Risk,9,At Risk
2494.0,132,5,1107.18,3,5,4,12,Loyal,16,Loyal Customers
2495.0,6,25,5684.81,5,5,5,15,VIP Champions,20,VIP Champions
2496.0,528,1,269.85,1,1,1,3,Lost,4,Lost
2497.0,238,1,124.35,2,1,1,4,At Risk,5,Lost
2498.0,319,3,1587.8999999999999,2,3,5,10,Loyal,15,Regular Customers
2500.0,199,5,2226.05,3,5,5,13,VIP Champions,18,VIP Champions
2501.0,14,1,581.1,5,1,2,8,Potential,10,New Customers
2503.0,486,4,2000.92,1,4,5,10,Loyal,15,Regular Customers
2504.0,440,5,796.61,1,5,3,9,Potential,12,Regular Customers
2505.0,63,1,29.48,4,1,1,6,At Risk,7,At Risk
2506.0,163,1,134.58,3,1,1,5,At Risk,6,At Risk
2509.0,67,3,1179.84,4,3,4,11,Loyal,15,Loyal Customers
2510.0,192,4,308.45,3,4,1,8,Potential,9,New Customers
2511.0,157,4,801.99,3,4,3,10,Loyal,13,Regular Customers
2513.0,64,6,1513.26,4,5,5,14,VIP Champions,19,VIP Champions
2514.0,-282,4,1173.6599999999999,5,4,4,13,VIP Champions,17,VIP Champions
2515.0,68,3,899.3299999999999,4,3,3,10,Loyal,13,Regular Customers
2516.0,207,1,254.76,2,1,1,4,At Risk,5,Lost
2517.0,37,2,164.07,5,2,1,8,Potential,9,New Customers
2518.0,621,3,297.8,1,3,1,5,At Risk,6,At Risk
2519.0,102,4,1300.29,4,4,4,12,Loyal,16,Loyal Customers
2520.0,457,1,81.48,1,1,1,3,Lost,4,Lost
2521.0,55,2,316.69,5,2,1,8,Potential,9,New Customers
2522.0,31,3,1264.56,5,3,4,12,Loyal,16,Loyal Customers
2523.0,87,1,234.1,4,1,1,6,At Risk,7,At Risk
2524.0,267,4,868.85,2,4,3,9,Potential,12,Regular Customers
2526.0,223,2,857.97,2,2,3,7,Potential,10,New Customers
2528.0,317,1,136.3,2,1,1,4,At Risk,5,Lost
2529.0,161,3,996.3699999999999,3,3,4,10,Loyal,14,Regular Customers
2530.0,124,5,1473.03,3,5,5,13,VIP Champions,18,VIP Champions
2533.0,408,4,923.7900000000001,1,4,3,8,Potential,11,New Customers
2534.0,265,4,850.0,2,4,3,9,Potential,12,Regular Customers
2535.0,95,5,741.12,4,5,3,12,Loyal,15,Loyal Customers
2536.0,89,4,1202.21,4,4,4,12,Loyal,16,Loyal Customers
2537.0,246,2,683.55,2,2,3,7,Potential,10,New Customers
2538.0,8,4,1888.48,5,4,5,14,VIP Champions,19,VIP Champions
2539.0,76,3,1034.97,4,3,4,11,Loyal,15,Loyal Customers
2540.0,430,1,347.84,1,1,2,4,At Risk,6,Lost
2542.0,189,3,1523.18,3,3,5,11,Loyal,16,Loyal Customers
2543.0,438,2,458.26000000000005,1,2,2,5,At Risk,7,At Risk
2544.0,9,2,635.51,5,2,3,10,Loyal,13,Regular Customers
2545.0,35,2,670.14,5,2,3,10,Loyal,13,Regular Customers
2546.0,584,4,1717.25,1,4,5,10,Loyal,15,Regular Customers
2547.0,635,2,471.65000000000003,1,2,2,5,At Risk,7,At Risk
2548.0,299,4,722.23,2,4,3,9,Potential,12,Regular Customers
2549.0,121,6,1295.54,3,5,4,12,Loyal,16,Loyal Customers
2551.0,65,4,1034.58,4,4,4,12,Loyal,16,Loyal Customers
2552.0,267,4,1359.9499999999998,2,4,4,10,Loyal,14,Regular Customers
2553.0,211,2,1323.46,2,2,4,8,Potential,12,New Customers
2554.0,265,3,683.99,2,3,3,8,Potential,11,New Customers
2555.0,231,4,1801.08,2,4,5,11,Loyal,16,Loyal Customers
2556.0,109,4,861.49,4,4,3,11,Loyal,14,Loyal Customers
2557.0,195,2,273.21999999999997,3,2,1,6,At Risk,7,At Risk
2558.0,175,11,2733.29,3,5,5,13,VIP Champions,18,VIP Champions
2559.0,118,3,465.48,4,3,2,9,Potential,11,Regular Customers
2561.0,104,5,794.34,4,5,3,12,Loyal,15,Loyal Customers
2563.0,76,4,772.9200000000001,4,4,3,11,Loyal,14,Loyal Customers
2564.0,32,6,994.52,5,5,4,14,VIP Champions,18,VIP Champions
2565.0,30,1,35.94,5,1,1,7,Potential,8,New Customers
2566.0,70,3,337.40999999999997,4,3,1,8,Potential,9,New Customers
2567.0,132,3,1072.28,3,3,4,10,Loyal,14,Regular Customers
2569.0,245,1,331.59,2,1,1,4,At Risk,5,Lost
2570.0,88,2,625.5,4,2,2,8,Potential,10,New Customers
2572.0,56,4,1380.03,5,4,4,13,VIP Champions,17,VIP Champions
2574.0,414,3,1315.6399999999999,1,3,4,8,Potential,12,New Customers
2575.0,164,2,996.84,3,2,4,9,Potential,13,Regular Customers
2576.0,199,1,301.97,3,1,1,5,At Risk,6,At Risk
2577.0,67,5,1307.73,4,5,4,13,VIP Champions,17,VIP Champions
2578.0,304,3,1054.88,2,3,4,9,Potential,13,Regular Customers
2579.0,191,3,1197.24,3,3,4,10,Loyal,14,Regular Customers
2580.0,67,4,706.78,4,4,3,11,Loyal,14,Loyal Customers
2581.0,166,2,504.93,3,2,2,7,Potential,9,New Customers
2583.0,120,1,562.38,3,1,2,6,At Risk,8,At Risk
2585.0,423,3,649.45,1,3,3,7,Potential,10,New Customers
2586.0,77,2,283.45000000000005,4,2,1,7,Potential,8,New Customers
2588.0,144,3,871.94,3,3,3,9,Potential,12,Regular Customers
2589.0,149,2,803.56,3,2,3,8,Potential,11,New Customers
2590.0,219,1,564.58,2,1,2,5,At Risk,7,At Risk
2591.0,196,2,385.15999999999997,3,2,2,7,Potential,9,New Customers
2592.0,92,3,998.67,4,3,4,11,Loyal,15,Loyal Customers
2593.0,247,2,1220.1799999999998,2,2,4,8,Potential,12,New Customers
2594.0,335,1,184.15,1,1,1,3,Lost,4,Lost
2596.0,489,3,690.89,1,3,3,7,Potential,10,New Customers
2597.0,10,5,774.86,5,5,3,13,VIP Champions,16,VIP Champions
2598.0,170,3,853.62,3,3,3,9,Potential,12,Regular Customers
2599.0,738,1,583.44,1,1,2,4,At Risk,6,Lost
2600.0,304,1,221.89,2,1,1,4,At Risk,5,Lost
2601.0,445,1,282.95,1,1,1,3,Lost,4,Lost
2602.0,353,1,351.33,1,1,2,4,At Risk,6,Lost
2603.0,41,4,1133.42,5,4,4,13,VIP Champions,17,VIP Champions
2608.0,583,2,920.6899999999999,1,2,3,6,At Risk,9,At Risk
2609.0,178,7,1494.74,3,5,5,13,VIP Champions,18,VIP Champions
2610.0,594,2,470.85,1,2,2,5,At Risk,7,At Risk
2611.0,15,4,1048.93,5,4,4,13,VIP Champions,17,VIP Champions
2612.0,51,4,390.59000000000003,5,4,2,11,Loyal,13,Loyal Customers
2613.0,485,4,1198.8000000000002,1,4,4,9,Potential,13,Regular Customers
2614.0,531,2,332.77000000000004,1,2,1,4,At Risk,5,Lost
2615.0,160,2,744.8,3,2,3,8,Potential,11,New Customers
2616.0,231,3,1493.9600000000003,2,3,5,10,Loyal,15,Regular Customers
2617.0,77,4,1554.0300000000002,4,4,5,13,VIP Champions,18,VIP Champions
2618.0,170,6,1351.18,3,5,4,12,Loyal,16,Loyal Customers
2619.0,69,6,2185.9,4,5,5,14,VIP Champions,19,VIP Champions
2620.0,177,4,1303.41,3,4,4,11,Loyal,15,Loyal Customers
2622.0,347,4,937.55,1,4,3,8,Potential,11,New Customers
2623.0,509,1,253.8,1,1,1,3,Lost,4,Lost
2624.0,157,1,155.2,3,1,1,5,At Risk,6,At Risk
2625.0,545,1,67.75,1,1,1,3,Lost,4,Lost
2626.0,282,2,797.3800000000001,2,2,3,7,Potential,10,New Customers
2627.0,186,6,1345.75,3,5,4,12,Loyal,16,Loyal Customers
2628.0,311,2,416.48,2,2,2,6,At Risk,8,At Risk
2629.0,202,6,3990.98,3,5,5,13,VIP Champions,18,VIP Champions
2630.0,282,2,406.52000000000004,2,2,2,6,At Risk,8,At Risk
2631.0,189,6,1793.45,3,5,5,13,VIP Champions,18,VIP Champions
2632.0,91,6,1805.58,4,5,5,14,VIP Champions,19,VIP Champions
2633.0,62,1,123.64,4,1,1,6,At Risk,7,At Risk
2634.0,201,2,625.5,3,2,2,7,Potential,9,New Customers
2635.0,107,3,792.44,4,3,3,10,Loyal,13,Regular Customers
2636.0,298,5,1675.4499999999998,2,5,5,12,Loyal,17,Loyal Customers
2638.0,69,6,740.53,4,5,3,12,Loyal,15,Loyal Customers
2639.0,30,4,1062.87,5,4,4,13,VIP Champions,17,VIP Champions
2640.0,320,2,368.75,2,2,2,6,At Risk,8,At Risk
2641.0,594,4,836.8199999999999,1,4,3,8,Potential,11,New Customers
2642.0,339,4,1441.35,1,4,5,10,Loyal,15,Regular Customers
2643.0,191,2,280.09,3,2,1,6,At Risk,7,At Risk
2644.0,594,2,636.4699999999999,1,2,3,6,At Risk,9,At Risk
2645.0,95,4,1007.98,4,4,4,12,Loyal,16,Loyal Customers
2646.0,119,1,828.6,4,1,3,8,Potential,11,New Customers
2649.0,393,1,172.28,1,1,1,3,Lost,4,Lost
2650.0,213,1,147.8,2,1,1,4,At Risk,5,Lost
2652.0,161,6,2920.5299999999997,3,5,5,13,VIP Champions,18,VIP Champions
2653.0,64,5,1821.35,4,5,5,14,VIP Champions,19,VIP Champions
2654.0,101,2,306.39,4,2,1,7,Potential,8,New Customers
2657.0,56,5,512.59,5,5,2,12,Loyal,14,Loyal Customers
2658.0,550,1,48.85,1,1,1,3,Lost,4,Lost
2659.0,287,4,1387.4099999999999,2,4,4,10,Loyal,14,Regular Customers
2660.0,61,4,1074.93,4,4,4,12,Loyal,16,Loyal Customers
2661.0,67,1,107.67,4,1,1,6,At Risk,7,At Risk
2662.0,121,2,555.01,3,2,2,7,Potential,9,New Customers
2663.0,236,1,371.05,2,1,2,5,At Risk,7,At Risk
2664.0,176,2,503.48,3,2,2,7,Potential,9,New Customers
2665.0,476,1,41.79,1,1,1,3,Lost,4,Lost
2666.0,424,2,2123.64,1,2,5,8,Potential,13,New Customers
2667.0,580,1,388.92,1,1,2,4,At Risk,6,Lost
2668.0,606,3,734.03,1,3,3,7,Potential,10,New Customers
2670.0,364,1,158.94,1,1,1,3,Lost,4,Lost
2671.0,113,4,1214.71,4,4,4,12,Loyal,16,Loyal Customers
2672.0,130,8,2281.66,3,5,5,13,VIP Champions,18,VIP Champions
2673.0,186,2,191.68,3,2,1,6,At Risk,7,At Risk
2674.0,8,3,1044.1200000000001,5,3,4,12,Loyal,16,Loyal Customers
2675.0,117,2,534.09,4,2,2,8,Potential,10,New Customers
2676.0,167,4,1040.8,3,4,4,11,Loyal,15,Loyal Customers
2677.0,783,1,139.74,1,1,1,3,Lost,4,Lost
2678.0,136,4,1479.59,3,4,5,12,Loyal,17,Loyal Customers
2681.0,346,2,756.64,1,2,3,6,At Risk,9,At Risk
2682.0,364,3,382.18,1,3,2,6,At Risk,8,At Risk
2683.0,181,3,951.3199999999999,3,3,3,9,Potential,12,Regular Customers
2684.0,57,6,3287.9300000000003,5,5,5,15,VIP Champions,20,VIP Champions
2685.0,95,1,51.58,4,1,1,6,At Risk,7,At Risk
2686.0,188,3,861.4,3,3,3,9,Potential,12,Regular Customers
2687.0,46,4,2554.02,5,4,5,14,VIP Champions,19,VIP Champions
2689.0,380,3,741.8499999999999,1,3,3,7,Potential,10,New Customers
2690.0,334,7,1927.3799999999999,1,5,5,11,Loyal,16,Loyal Customers
2691.0,204,3,1016.21,2,3,4,9,Potential,13,Regular Customers
2692.0,52,3,404.83000000000004,5,3,2,10,Loyal,12,Regular Customers
2693.0,70,3,1674.44,4,3,5,12,Loyal,17,Loyal Customers
2695.0,319,1,154.71,2,1,1,4,At Risk,5,Lost
2696.0,2,5,2096.5,5,5,5,15,VIP Champions,20,VIP Champions
2697.0,93,2,611.6,4,2,2,8,Potential,10,New Customers
2700.0,130,2,565.53,3,2,2,7,Potential,9,New Customers
2702.0,250,4,679.32,2,4,3,9,Potential,12,Regular Customers
2704.0,319,3,1460.31,2,3,5,10,Loyal,15,Regular Customers
2705.0,64,4,1871.32,4,4,5,13,VIP Champions,18,VIP Champions
2706.0,191,4,1680.1100000000001,3,4,5,12,Loyal,17,Loyal Customers
2707.0,124,4,3477.2799999999997,3,4,5,12,Loyal,17,Loyal Customers
2708.0,85,5,1418.79,4,5,4,13,VIP Champions,17,VIP Champions
2709.0,158,7,1724.31,3,5,5,13,VIP Champions,18,VIP Champions
2710.0,54,1,164.3,5,1,1,7,Potential,8,New Customers
2711.0,140,3,667.14,3,3,3,9,Potential,12,Regular Customers
2712.0,46,7,2902.95,5,5,5,15,VIP Champions,20,VIP Champions
2713.0,-302,9,2848.88,5,5,5,15,VIP Champions,20,VIP Champions
2714.0,369,3,999.29,1,3,4,8,Potential,12,New Customers
2715.0,199,1,83.1,3,1,1,5,At Risk,6,At Risk
2716.0,60,4,629.1300000000001,4,4,2,10,Loyal,12,Regular Customers
2717.0,226,4,925.08,2,4,3,9,Potential,12,Regular Customers
2719.0,17,2,441.27000000000004,5,2,2,9,Potential,11,Regular Customers
2720.0,557,2,241.3,1,2,1,4,At Risk,5,Lost
2721.0,84,5,1676.13,4,5,5,14,VIP Champions,19,VIP Champions
2722.0,117,2,351.6,4,2,2,8,Potential,10,New Customers
2723.0,597,2,950.71,1,2,3,6,At Risk,9,At Risk
2724.0,236,2,850.9100000000001,2,2,3,7,Potential,10,New Customers
2725.0,328,3,577.87,1,3,2,6,At Risk,8,At Risk
2726.0,61,3,462.85,4,3,2,9,Potential,11,Regular Customers
2727.0,19,2,608.0,5,2,2,9,Potential,11,Regular Customers
2728.0,418,2,1128.4,1,2,4,7,Potential,11,New Customers
2729.0,35,2,915.75,5,2,3,10,Loyal,13,Regular Customers
2730.0,304,4,952.61,2,4,3,9,Potential,12,Regular Customers
2731.0,362,5,1504.33,1,5,5,11,Loyal,16,Loyal Customers
2732.0,299,4,1288.22,2,4,4,10,Loyal,14,Regular Customers
2733.0,212,4,1288.79,2,4,4,10,Loyal,14,Regular Customers
2734.0,108,3,1040.38,4,3,4,11,Loyal,15,Loyal Customers
2735.0,69,7,1697.56,4,5,5,14,VIP Champions,19,VIP Champions
2737.0,221,1,642.84,2,1,3,6,At Risk,9,At Risk
2739.0,-485,3,980.51,5,3,4,12,Loyal,16,Loyal Customers
2740.0,269,2,1496.63,2,2,5,9,Potential,14,Regular Customers
2741.0,52,5,1645.34,5,5,5,15,VIP Champions,20,VIP Champions
2742.0,207,2,1380.0,2,2,4,8,Potential,12,New Customers
2743.0,110,3,739.39,4,3,3,10,Loyal,13,Regular Customers
2744.0,355,5,2480.73,1,5,5,11,Loyal,16,Loyal Customers
2745.0,153,6,1455.31,3,5,5,13,VIP Champions,18,VIP Champions
2746.0,399,3,1514.81,1,3,5,9,Potential,14,Regular Customers
2747.0,317,1,51.5,2,1,1,4,At Risk,5,Lost
2748.0,368,3,443.95000000000005,1,3,2,6,At Risk,8,At Risk
2749.0,1,4,1270.6,5,4,4,13,VIP Champions,17,VIP Champions
2750.0,160,5,1281.23,3,5,4,12,Loyal,16,Loyal Customers
2751.0,212,3,701.4,2,3,3,8,Potential,11,New Customers
2752.0,255,1,302.86,2,1,1,4,At Risk,5,Lost
2754.0,241,1,253.23,2,1,1,4,At Risk,5,Lost
2755.0,221,5,2241.7,2,5,5,12,Loyal,17,Loyal Customers
2756.0,258,2,500.26,2,2,2,6,At Risk,8,At Risk
2757.0,434,3,1054.0,1,3,4,8,Potential,12,New Customers
2758.0,58,7,1175.3899999999999,5,5,4,14,VIP Champions,18,VIP Champions
2759.0,109,5,1448.96,4,5,5,14,VIP Champions,19,VIP Champions
2760.0,274,2,499.88,2,2,2,6,At Risk,8,At Risk
2761.0,184,4,1249.75,3,4,4,11,Loyal,15,Loyal Customers
2762.0,269,3,366.59000000000003,2,3,2,7,Potential,9,New Customers
2763.0,455,1,552.4,1,1,2,4,At Risk,6,Lost
2764.0,71,4,1004.08,4,4,4,12,Loyal,16,Loyal Customers
2765.0,7,6,1349.9099999999999,5,5,4,14,VIP Champions,18,VIP Champions
2766.0,76,8,1558.16,4,5,5,14,VIP Champions,19,VIP Champions
2767.0,389,3,409.75,1,3,2,6,At Risk,8,At Risk
2768.0,133,3,331.66,3,3,1,7,Potential,8,New Customers
2770.0,78,5,2662.2,4,5,5,14,VIP Champions,19,VIP Champions
2771.0,21,6,1437.11,5,5,5,15,VIP Champions,20,VIP Champions
2772.0,238,2,281.39,2,2,1,5,At Risk,6,At Risk
2773.0,222,3,1085.73,2,3,4,9,Potential,13,Regular Customers
2774.0,433,2,374.43,1,2,2,5,At Risk,7,At Risk
2775.0,9,27,7923.54,5,5,5,15,VIP Champions,20,VIP Champions
2776.0,342,1,138.13,1,1,1,3,Lost,4,Lost
2777.0,310,3,1147.73,2,3,4,9,Potential,13,Regular Customers
2778.0,501,2,450.68999999999994,1,2,2,5,At Risk,7,At Risk
2779.0,212,3,898.75,2,3,3,8,Potential,11,New Customers
2780.0,588,2,358.16,1,2,2,5,At Risk,7,At Risk
2781.0,183,4,826.72,3,4,3,10,Loyal,13,Regular Customers
2782.0,68,2,324.03,4,2,1,7,Potential,8,New Customers
2784.0,272,2,802.1600000000001,2,2,3,7,Potential,10,New Customers
2785.0,65,2,1247.44,4,2,4,10,Loyal,14,Regular Customers
2787.0,53,3,933.59,5,3,3,11,Loyal,14,Loyal Customers
2788.0,623,2,1103.48,1,2,4,7,Potential,11,New Customers
2789.0,74,4,846.67,4,4,3,11,Loyal,14,Loyal Customers
2791.0,222,1,593.16,2,1,2,5,At Risk,7,At Risk
2792.0,255,4,1280.26,2,4,4,10,Loyal,14,Regular Customers
2793.0,16,5,1726.59,5,5,5,15,VIP Champions,20,VIP Champions
2794.0,603,1,531.05,1,1,2,4,At Risk,6,Lost
2795.0,71,6,1770.78,4,5,5,14,VIP Champions,19,VIP Champions
2797.0,230,2,441.73,2,2,2,6,At Risk,8,At Risk
2799.0,148,5,1125.27,3,5,4,12,Loyal,16,Loyal Customers
2802.0,380,4,820.46,1,4,3,8,Potential,11,New Customers
2803.0,270,5,1315.27,2,5,4,11,Loyal,15,Loyal Customers
2804.0,65,3,1813.65,4,3,5,12,Loyal,17,Loyal Customers
2805.0,221,4,1051.13,2,4,4,10,Loyal,14,Regular Customers
2806.0,48,6,1678.4,5,5,5,15,VIP Champions,20,VIP Champions
2807.0,244,3,1204.87,2,3,4,9,Potential,13,Regular Customers
2808.0,27,6,1398.92,5,5,4,14,VIP Champions,18,VIP Champions
2809.0,4,4,821.24,5,4,3,12,Loyal,15,Loyal Customers
2810.0,87,1,191.48,4,1,1,6,At Risk,7,At Risk
2812.0,106,3,1216.02,4,3,4,11,Loyal,15,Loyal Customers
2814.0,43,1,47.88,5,1,1,7,Potential,8,New Customers
2816.0,204,1,145.16,2,1,1,4,At Risk,5,Lost
2817.0,99,2,248.31,4,2,1,7,Potential,8,New Customers
2818.0,357,1,342.66,1,1,1,3,Lost,4,Lost
2819.0,107,4,720.69,4,4,3,11,Loyal,14,Loyal Customers
2821.0,90,1,106.69,4,1,1,6,At Risk,7,At Risk
2822.0,259,1,614.61,2,1,2,5,At Risk,7,At Risk
2823.0,152,7,2402.05,3,5,5,13,VIP Champions,18,VIP Champions
2824.0,118,2,372.8,4,2,2,8,Potential,10,New Customers
2825.0,435,3,443.51,1,3,2,6,At Risk,8,At Risk
2826.0,78,7,2788.1800000000003,4,5,5,14,VIP Champions,19,VIP Champions
2827.0,27,6,1235.1200000000001,5,5,4,14,VIP Champions,18,VIP Champions
2828.0,448,2,588.1800000000001,1,2,2,5,At Risk,7,At Risk
2829.0,99,1,254.85,4,1,1,6,At Risk,7,At Risk
2831.0,230,3,2045.54,2,3,5,10,Loyal,15,Regular Customers
2832.0,51,2,2625.52,5,2,5,12,Loyal,17,Loyal Customers
2833.0,98,3,522.51,4,3,2,9,Potential,11,Regular Customers
2834.0,327,1,594.87,1,1,2,4,At Risk,6,Lost
2835.0,322,4,1057.8999999999999,2,4,4,10,Loyal,14,Regular Customers
2836.0,65,6,1070.03,4,5,4,13,VIP Champions,17,VIP Champions
2837.0,43,1,104.85,5,1,1,7,Potential,8,New Customers
2839.0,247,3,1338.96,2,3,4,9,Potential,13,Regular Customers
2841.0,144,5,1074.1,3,5,4,12,Loyal,16,Loyal Customers
2842.0,51,3,754.9,5,3,3,11,Loyal,14,Loyal Customers
2843.0,287,2,973.3499999999999,2,2,4,8,Potential,12,New Customers
2844.0,302,4,2211.84,2,4,5,11,Loyal,16,Loyal Customers
2845.0,24,2,1033.6200000000001,5,2,4,11,Loyal,15,Loyal Customers
2846.0,124,3,1211.7,3,3,4,10,Loyal,14,Regular Customers
2847.0,126,1,176.65,3,1,1,5,At Risk,6,At Risk
2848.0,167,3,975.5899999999999,3,3,4,10,Loyal,14,Regular Customers
2849.0,93,7,2748.1,4,5,5,14,VIP Champions,19,VIP Champions
2850.0,76,4,1471.6599999999999,4,4,5,13,VIP Champions,18,VIP Champions
2851.0,311,2,168.08,2,2,1,5,At Risk,6,At Risk
2852.0,78,4,926.1,4,4,3,11,Loyal,14,Loyal Customers
2853.0,29,1,654.14,5,1,3,9,Potential,12,Regular Customers
2854.0,253,4,1084.91,2,4,4,10,Loyal,14,Regular Customers
2855.0,396,3,759.37,1,3,3,7,Potential,10,New Customers
2856.0,120,1,182.77,3,1,1,5,At Risk,6,At Risk
2859.0,209,1,184.07,2,1,1,4,At Risk,5,Lost
2860.0,155,4,695.9200000000001,3,4,3,10,Loyal,13,Regular Customers
2861.0,17,1,104.27,5,1,1,7,Potential,8,New Customers
2862.0,92,2,1103.13,4,2,4,10,Loyal,14,Regular Customers
2863.0,61,7,2557.4300000000003,4,5,5,14,VIP Champions,19,VIP Champions
2864.0,394,2,629.84,1,2,2,5,At Risk,7,At Risk
2865.0,91,4,984.33,4,4,4,12,Loyal,16,Loyal Customers
2867.0,242,3,765.1899999999999,2,3,3,8,Potential,11,New Customers
2869.0,215,4,1547.46,2,4,5,11,Loyal,16,Loyal Customers
2870.0,165,2,870.82,3,2,3,8,Potential,11,New Customers
2871.0,137,5,887.86,3,5,3,11,Loyal,14,Loyal Customers
2872.0,64,4,1225.8,4,4,4,12,Loyal,16,Loyal Customers
2874.0,235,5,4091.6,2,5,5,12,Loyal,17,Loyal Customers
2875.0,150,2,774.34,3,2,3,8,Potential,11,New Customers
2876.0,321,2,738.96,2,2,3,7,Potential,10,New Customers
2878.0,89,2,286.20000000000005,4,2,1,7,Potential,8,New Customers
2879.0,34,1,756.3,5,1,3,9,Potential,12,Regular Customers
2880.0,172,2,714.62,3,2,3,8,Potential,11,New Customers
2881.0,155,3,579.91,3,3,2,8,Potential,10,New Customers
2882.0,61,4,1615.41,4,4,5,13,VIP Champions,18,VIP Champions
2883.0,216,1,486.04,2,1,2,5,At Risk,7,At Risk
2884.0,200,3,491.92,3,3,2,8,Potential,10,New Customers
2885.0,200,4,1360.6200000000001,3,4,4,11,Loyal,15,Loyal Customers
2886.0,85,2,196.47,4,2,1,7,Potential,8,New Customers
2887.0,203,2,517.66,3,2,2,7,Potential,9,New Customers
2888.0,168,3,260.47,3,3,1,7,Potential,8,New Customers
2889.0,-466,71,24172.58,5,5,5,15,VIP Champions,20,VIP Champions
2890.0,137,2,382.02000000000004,3,2,2,7,Potential,9,New Customers
2891.0,328,4,539.24,1,4,2,7,Potential,9,New Customers
2892.0,184,2,238.35000000000002,3,2,1,6,At Risk,7,At Risk
2893.0,186,3,1168.29,3,3,4,10,Loyal,14,Regular Customers
2894.0,521,1,1106.01,1,1,4,6,At Risk,10,At Risk
2895.0,321,2,392.32000000000005,2,2,2,6,At Risk,8,At Risk
2897.0,55,1,42.64,5,1,1,7,Potential,8,New Customers
2898.0,292,2,852.45,2,2,3,7,Potential,10,New Customers
2899.0,7,5,1618.1000000000001,5,5,5,15,VIP Champions,20,VIP Champions
2900.0,21,1,261.46,5,1,1,7,Potential,8,New Customers
2901.0,260,6,1191.3799999999999,2,5,4,11,Loyal,15,Loyal Customers
2902.0,152,1,605.72,3,1,2,6,At Risk,8,At Risk
2905.0,199,4,748.68,3,4,3,10,Loyal,13,Regular Customers
2906.0,6,4,815.77,5,4,3,12,Loyal,15,Loyal Customers
2907.0,158,1,279.43,3,1,1,5,At Risk,6,At Risk
2908.0,6,2,438.38,5,2,2,9,Potential,11,Regular Customers
2909.0,20,4,1355.17,5,4,4,13,VIP Champions,17,VIP Champions
2910.0,124,4,1179.22,3,4,4,11,Loyal,15,Loyal Customers
2911.0,121,5,1680.19,3,5,5,13,VIP Champions,18,VIP Champions
2912.0,515,2,484.12,1,2,2,5,At Risk,7,At Risk
2913.0,37,11,3655.6,5,5,5,15,VIP Champions,20,VIP Champions
2914.0,17,3,1141.25,5,3,4,12,Loyal,16,Loyal Customers
2915.0,126,3,1001.56,3,3,4,10,Loyal,14,Regular Customers
2916.0,707,1,221.42,1,1,1,3,Lost,4,Lost
2917.0,18,4,1507.59,5,4,5,14,VIP Champions,19,VIP Champions
2920.0,216,1,130.02,2,1,1,4,At Risk,5,Lost
2922.0,363,1,884.76,1,1,3,5,At Risk,8,At Risk
2924.0,249,4,1070.68,2,4,4,10,Loyal,14,Regular Customers
2926.0,222,3,530.4000000000001,2,3,2,7,Potential,9,New Customers
2927.0,184,3,478.03,3,3,2,8,Potential,10,New Customers
2928.0,223,3,1074.57,2,3,4,9,Potential,13,Regular Customers
2929.0,21,3,324.40000000000003,5,3,1,9,Potential,10,Regular Customers
2930.0,548,2,403.77,1,2,2,5,At Risk,7,At Risk
2931.0,100,5,1432.55,4,5,5,14,VIP Champions,19,VIP Champions
2932.0,72,4,1613.45,4,4,5,13,VIP Champions,18,VIP Champions
2933.0,45,4,331.07,5,4,1,10,Loyal,11,Regular Customers
2935.0,191,1,665.1,3,1,3,7,Potential,10,New Customers
2936.0,249,1,560.31,2,1,2,5,At Risk,7,At Risk
