interval_start,location,category,sales_count,total_sales_value,sales_count_pct_within_location,sales_value_pct_within_location,sales_count_pct_of_grand_total,sales_value_pct_of_grand_total
2024-02-01 00:00:00+00,Tallinn,Jalanõusid,21,4396.62,16.67,14.47,6.31,4.93
2024-02-01 00:00:00+00,Tallinn,Laste_riided,29,3683.58,23.02,12.12,8.71,4.13
2024-02-01 00:00:00+00,Tallinn,Meeste_riided,32,10352.71,25.40,34.07,9.61,11.61
2024-02-01 00:00:00+00,Tallinn,Naiste_riided,21,7494.61,16.67,24.66,6.31,8.40
2024-02-01 00:00:00+00,Tartu,Aksessuaarid,10,2202.01,17.24,15.86,3.00,2.47
2024-02-01 00:00:00+00,Tartu,Jalanõusid,11,3344.41,18.97,24.08,3.30,3.75
2024-02-01 00:00:00+00,Tartu,Laste_riided,12,1415.38,20.69,10.19,3.60,1.59
2024-02-01 00:00:00+00,Tartu,Meeste_riided,17,4172.30,29.31,30.04,5.11,4.68
2024-02-01 00:00:00+00,Tartu,Naiste_riided,8,2753.37,13.79,19.83,2.40,3.09
2024-03-01 00:00:00+00,Online,Aksessuaarid,29,5879.07,21.32,16.69,7.02,5.28
2024-03-01 00:00:00+00,Online,Jalanõusid,27,10038.50,19.85,28.50,6.54,9.01
2024-03-01 00:00:00+00,Online,Laste_riided,28,3751.51,20.59,10.65,6.78,3.37
2024-03-01 00:00:00+00,Online,Meeste_riided,23,6332.32,16.91,17.98,5.57,5.68
2024-03-01 00:00:00+00,Online,Naiste_riided,29,9217.81,21.32,26.17,7.02,8.27
2024-03-01 00:00:00+00,Pärnu,Aksessuaarid,10,2491.53,27.03,24.74,2.42,2.24
2024-03-01 00:00:00+00,Pärnu,Jalanõusid,7,2522.50,18.92,25.05,1.69,2.26
2024-03-01 00:00:00+00,Pärnu,Laste_riided,2,131.89,5.41,1.31,0.48,0.12
2024-03-01 00:00:00+00,Pärnu,Meeste_riided,10,2137.07,27.03,21.22,2.42,1.92
2024-03-01 00:00:00+00,Pärnu,Naiste_riided,8,2787.80,21.62,27.68,1.94,2.50
2024-03-01 00:00:00+00,Tallinn,Aksessuaarid,38,9647.19,24.20,21.04,9.20,8.66
2024-03-01 00:00:00+00,Tallinn,Jalanõusid,27,9692.40,17.20,21.13,6.54,8.70
2024-03-01 00:00:00+00,Tallinn,Laste_riided,22,4231.00,14.01,9.23,5.33,3.80
2024-03-01 00:00:00+00,Tallinn,Meeste_riided,32,10036.57,20.38,21.88,7.75,9.01
2024-03-01 00:00:00+00,Tallinn,Naiste_riided,38,12255.10,24.20,26.72,9.20,11.00
2024-03-01 00:00:00+00,Tartu,Aksessuaarid,14,2771.51,16.87,13.69,3.39,2.49
2024-03-01 00:00:00+00,Tartu,Jalanõusid,14,4189.56,16.87,20.69,3.39,3.76
2024-03-01 00:00:00+00,Tartu,Laste_riided,21,3531.43,25.30,17.44,5.08,3.17
2024-03-01 00:00:00+00,Tartu,Meeste_riided,15,3943.03,18.07,19.47,3.63,3.54
2024-03-01 00:00:00+00,Tartu,Naiste_riided,19,5814.89,22.89,28.71,4.60,5.22
2024-04-01 00:00:00+00,Online,Aksessuaarid,25,4981.45,17.01,13.21,6.08,4.43
2024-04-01 00:00:00+00,Online,Jalanõusid,20,8412.58,13.61,22.30,4.87,7.48
2024-04-01 00:00:00+00,Online,Laste_riided,38,6124.74,25.85,16.24,9.25,5.44
2024-04-01 00:00:00+00,Online,Meeste_riided,28,7779.60,19.05,20.63,6.81,6.91
2024-04-01 00:00:00+00,Online,Naiste_riided,36,10418.72,24.49,27.62,8.76,9.26
2024-04-01 00:00:00+00,Pärnu,Aksessuaarid,6,1055.17,13.95,8.32,1.46,0.94
2024-04-01 00:00:00+00,Pärnu,Jalanõusid,7,2998.49,16.28,23.65,1.70,2.67
2024-04-01 00:00:00+00,Pärnu,Laste_riided,12,2518.23,27.91,19.86,2.92,2.24
2024-04-01 00:00:00+00,Pärnu,Meeste_riided,11,3368.55,25.58,26.57,2.68,2.99
2024-04-01 00:00:00+00,Pärnu,Naiste_riided,7,2739.95,16.28,21.61,1.70,2.44
2024-04-01 00:00:00+00,Tallinn,Aksessuaarid,24,4478.28,15.29,9.92,5.84,3.98
2024-04-01 00:00:00+00,Tallinn,Jalanõusid,26,9895.33,16.56,21.92,6.33,8.80
2024-04-01 00:00:00+00,Tallinn,Laste_riided,34,5635.11,21.66,12.49,8.27,5.01
2024-04-01 00:00:00+00,Tallinn,Meeste_riided,44,15956.52,28.03,35.35,10.71,14.18
2024-04-01 00:00:00+00,Tallinn,Naiste_riided,29,9169.16,18.47,20.32,7.06,8.15
2024-04-01 00:00:00+00,Tartu,Aksessuaarid,6,1523.86,9.38,8.98,1.46,1.35
2024-04-01 00:00:00+00,Tartu,Jalanõusid,15,5266.63,23.44,31.02,3.65,4.68
2024-04-01 00:00:00+00,Tartu,Laste_riided,12,1681.83,18.75,9.91,2.92,1.49
2024-04-01 00:00:00+00,Tartu,Meeste_riided,20,5211.48,31.25,30.70,4.87,4.63
2024-04-01 00:00:00+00,Tartu,Naiste_riided,11,3292.50,17.19,19.39,2.68,2.93
2024-05-01 00:00:00+00,Online,Aksessuaarid,20,3825.21,14.71,10.20,4.85,3.27
2024-05-01 00:00:00+00,Online,Jalanõusid,26,11758.15,19.12,31.34,6.31,10.05
2024-05-01 00:00:00+00,Online,Laste_riided,33,5283.98,24.26,14.08,8.01,4.52
2024-05-01 00:00:00+00,Online,Meeste_riided,28,6204.65,20.59,16.54,6.80,5.31
2024-05-01 00:00:00+00,Online,Naiste_riided,29,10446.93,21.32,27.84,7.04,8.93
2024-05-01 00:00:00+00,Pärnu,Aksessuaarid,9,1132.37,21.95,11.02,2.18,0.97
2024-05-01 00:00:00+00,Pärnu,Jalanõusid,14,4172.92,34.15,40.61,3.40,3.57
2024-05-01 00:00:00+00,Pärnu,Laste_riided,7,1240.54,17.07,12.07,1.70,1.06
2024-05-01 00:00:00+00,Pärnu,Meeste_riided,7,2220.45,17.07,21.61,1.70,1.90
2024-05-01 00:00:00+00,Pärnu,Naiste_riided,4,1510.08,9.76,14.69,0.97,1.29
2024-05-01 00:00:00+00,Tallinn,Aksessuaarid,25,5890.02,16.78,13.90,6.07,5.04
2024-05-01 00:00:00+00,Tallinn,Jalanõusid,34,10921.68,22.82,25.78,8.25,9.34
2024-05-01 00:00:00+00,Tallinn,Laste_riided,35,5894.41,23.49,13.91,8.50,5.04
2024-05-01 00:00:00+00,Tallinn,Meeste_riided,27,9858.52,18.12,23.27,6.55,8.43
2024-05-01 00:00:00+00,Tallinn,Naiste_riided,28,9806.66,18.79,23.14,6.80,8.39
2024-05-01 00:00:00+00,Tartu,Aksessuaarid,15,3222.45,17.44,12.04,3.64,2.76
2024-05-01 00:00:00+00,Tartu,Jalanõusid,14,8380.51,16.28,31.30,3.40,7.17
2024-05-01 00:00:00+00,Tartu,Laste_riided,19,3422.94,22.09,12.78,4.61,2.93
2024-05-01 00:00:00+00,Tartu,Meeste_riided,14,3235.99,16.28,12.09,3.40,2.77
2024-05-01 00:00:00+00,Tartu,Naiste_riided,24,8511.58,27.91,31.79,5.83,7.28
2024-06-01 00:00:00+00,Online,Aksessuaarid,19,4157.63,10.56,7.50,3.73,2.86
2024-06-01 00:00:00+00,Online,Jalanõusid,33,14968.98,18.33,27.01,6.48,10.30
2024-06-01 00:00:00+00,Online,Laste_riided,42,5269.48,23.33,9.51,8.25,3.62
2024-06-01 00:00:00+00,Online,Meeste_riided,44,19398.99,24.44,35.00,8.64,13.34
2024-06-01 00:00:00+00,Online,Naiste_riided,42,11630.66,23.33,20.98,8.25,8.00
2024-06-01 00:00:00+00,Pärnu,Aksessuaarid,8,1215.61,19.51,11.99,1.57,0.84
2024-06-01 00:00:00+00,Pärnu,Jalanõusid,8,3475.63,19.51,34.30,1.57,2.39
2024-06-01 00:00:00+00,Pärnu,Laste_riided,12,1011.24,29.27,9.98,2.36,0.70
2024-06-01 00:00:00+00,Pärnu,Meeste_riided,5,1787.79,12.20,17.64,0.98,1.23
2024-06-01 00:00:00+00,Pärnu,Naiste_riided,8,2644.21,19.51,26.09,1.57,1.82
2024-06-01 00:00:00+00,Tallinn,Aksessuaarid,41,9956.61,20.50,18.42,8.06,6.85
2024-06-01 00:00:00+00,Tallinn,Jalanõusid,44,13077.87,22.00,24.20,8.64,8.99
2024-06-01 00:00:00+00,Tallinn,Laste_riided,41,5975.45,20.50,11.06,8.06,4.11
2024-06-01 00:00:00+00,Tallinn,Meeste_riided,40,13634.78,20.00,25.23,7.86,9.38
2024-06-01 00:00:00+00,Tallinn,Naiste_riided,34,11397.28,17.00,21.09,6.68,7.84
2024-06-01 00:00:00+00,Tartu,Aksessuaarid,11,1966.11,12.50,7.62,2.16,1.35
2024-06-01 00:00:00+00,Tartu,Jalanõusid,16,6537.64,18.18,25.35,3.14,4.50
2024-06-01 00:00:00+00,Tartu,Laste_riided,18,1543.33,20.45,5.98,3.54,1.06
2024-06-01 00:00:00+00,Tartu,Meeste_riided,21,7356.26,23.86,28.52,4.13,5.06
2024-06-01 00:00:00+00,Tartu,Naiste_riided,22,8388.83,25.00,32.52,4.32,5.77
2024-07-01 00:00:00+00,Online,Aksessuaarid,30,5606.26,15.54,10.00,5.88,3.84
2024-07-01 00:00:00+00,Online,Jalanõusid,34,15610.68,17.62,27.84,6.67,10.70
2024-07-01 00:00:00+00,Online,Laste_riided,42,5732.75,21.76,10.22,8.24,3.93
2024-07-01 00:00:00+00,Online,Meeste_riided,50,17524.53,25.91,31.25,9.80,12.01
2024-07-01 00:00:00+00,Online,Naiste_riided,37,11604.84,19.17,20.69,7.25,7.95
2024-07-01 00:00:00+00,Pärnu,Aksessuaarid,11,2015.98,18.97,14.28,2.16,1.38
2024-07-01 00:00:00+00,Pärnu,Jalanõusid,12,3728.05,20.69,26.42,2.35,2.55
2024-07-01 00:00:00+00,Pärnu,Laste_riided,12,1451.29,20.69,10.28,2.35,0.99
2024-07-01 00:00:00+00,Pärnu,Meeste_riided,17,4425.79,29.31,31.36,3.33,3.03
2024-07-01 00:00:00+00,Pärnu,Naiste_riided,6,2491.53,10.34,17.65,1.18,1.71
2024-07-01 00:00:00+00,Tallinn,Aksessuaarid,25,7184.11,13.66,13.87,4.90,4.92
2024-07-01 00:00:00+00,Tallinn,Jalanõusid,46,14307.80,25.14,27.61,9.02,9.80
2024-07-01 00:00:00+00,Tallinn,Laste_riided,35,5964.47,19.13,11.51,6.86,4.09
2024-07-01 00:00:00+00,Tallinn,Meeste_riided,49,13980.69,26.78,26.98,9.61,9.58
2024-07-01 00:00:00+00,Tallinn,Naiste_riided,28,10376.28,15.30,20.03,5.49,7.11
2024-07-01 00:00:00+00,Tartu,Aksessuaarid,12,2951.90,15.79,12.33,2.35,2.02
2024-07-01 00:00:00+00,Tartu,Jalanõusid,12,5058.91,15.79,21.13,2.35,3.47
2024-07-01 00:00:00+00,Tartu,Laste_riided,17,3027.39,22.37,12.64,3.33,2.07
2024-07-01 00:00:00+00,Tartu,Meeste_riided,23,7093.50,30.26,29.63,4.51,4.86
2024-07-01 00:00:00+00,Tartu,Naiste_riided,12,5810.31,15.79,24.27,2.35,3.98
2024-08-01 00:00:00+00,Online,Aksessuaarid,30,5852.55,17.05,12.35,5.87,4.06
2024-08-01 00:00:00+00,Online,Jalanõusid,36,10588.61,20.45,22.34,7.05,7.34
2024-08-01 00:00:00+00,Online,Laste_riided,34,5265.19,19.32,11.11,6.65,3.65
2024-08-01 00:00:00+00,Online,Meeste_riided,43,14799.27,24.43,31.22,8.41,10.26
2024-08-01 00:00:00+00,Online,Naiste_riided,33,10898.24,18.75,22.99,6.46,7.55
2024-08-01 00:00:00+00,Pärnu,Aksessuaarid,10,3484.54,17.24,20.38,1.96,2.42
2024-08-01 00:00:00+00,Pärnu,Jalanõusid,13,5655.49,22.41,33.07,2.54,3.92
2024-08-01 00:00:00+00,Pärnu,Laste_riided,14,1878.03,24.14,10.98,2.74,1.30
2024-08-01 00:00:00+00,Pärnu,Meeste_riided,11,3195.63,18.97,18.69,2.15,2.22
2024-08-01 00:00:00+00,Pärnu,Naiste_riided,10,2888.20,17.24,16.89,1.96,2.00
2024-08-01 00:00:00+00,Tallinn,Aksessuaarid,30,7916.54,16.76,15.00,5.87,5.49
2024-08-01 00:00:00+00,Tallinn,Jalanõusid,36,11664.58,20.11,22.10,7.05,8.09
2024-08-01 00:00:00+00,Tallinn,Laste_riided,26,4157.00,14.53,7.87,5.09,2.88
2024-08-01 00:00:00+00,Tallinn,Meeste_riided,50,15679.35,27.93,29.70,9.78,10.87
2024-08-01 00:00:00+00,Tallinn,Naiste_riided,37,13372.80,20.67,25.33,7.24,9.27
2024-08-01 00:00:00+00,Tartu,Aksessuaarid,21,5062.05,21.43,18.77,4.11,3.51
2024-08-01 00:00:00+00,Tartu,Jalanõusid,26,10019.28,26.53,37.15,5.09,6.95
2024-08-01 00:00:00+00,Tartu,Laste_riided,14,2420.63,14.29,8.98,2.74,1.68
2024-08-01 00:00:00+00,Tartu,Meeste_riided,19,4075.64,19.39,15.11,3.72,2.83
2024-08-01 00:00:00+00,Tartu,Naiste_riided,18,5390.23,18.37,19.99,3.52,3.74
2024-09-01 00:00:00+00,Online,Aksessuaarid,22,6131.16,15.38,15.64,5.63,5.76
2024-09-01 00:00:00+00,Online,Jalanõusid,21,8274.08,14.69,21.10,5.37,7.78
2024-09-01 00:00:00+00,Online,Laste_riided,29,5427.90,20.28,13.85,7.42,5.10
2024-09-01 00:00:00+00,Online,Meeste_riided,35,7265.13,24.48,18.53,8.95,6.83
2024-09-01 00:00:00+00,Online,Naiste_riided,36,12106.39,25.17,30.88,9.21,11.38
2024-09-01 00:00:00+00,Pärnu,Aksessuaarid,8,1956.38,16.67,13.09,2.05,1.84
2024-09-01 00:00:00+00,Pärnu,Jalanõusid,6,2335.68,12.50,15.63,1.53,2.19
2024-09-01 00:00:00+00,Pärnu,Laste_riided,7,713.60,14.58,4.78,1.79,0.67
2024-09-01 00:00:00+00,Pärnu,Meeste_riided,17,7677.99,35.42,51.39,4.35,7.22
2024-09-01 00:00:00+00,Pärnu,Naiste_riided,10,2258.40,20.83,15.11,2.56,2.12
2024-09-01 00:00:00+00,Tallinn,Aksessuaarid,19,3831.12,13.87,11.02,4.86,3.60
2024-09-01 00:00:00+00,Tallinn,Jalanõusid,37,12775.56,27.01,36.75,9.46,12.01
2024-09-01 00:00:00+00,Tallinn,Laste_riided,33,4481.76,24.09,12.89,8.44,4.21
2024-09-01 00:00:00+00,Tallinn,Meeste_riided,26,6947.69,18.98,19.99,6.65,6.53
2024-09-01 00:00:00+00,Tallinn,Naiste_riided,22,6722.80,16.06,19.34,5.63,6.32
2024-09-01 00:00:00+00,Tartu,Aksessuaarid,9,2773.76,14.29,15.84,2.30,2.61
2024-09-01 00:00:00+00,Tartu,Jalanõusid,16,6345.40,25.40,36.25,4.09,5.96
2024-09-01 00:00:00+00,Tartu,Laste_riided,11,1981.05,17.46,11.32,2.81,1.86
2024-09-01 00:00:00+00,Tartu,Meeste_riided,15,3233.10,23.81,18.47,3.84,3.04
2024-09-01 00:00:00+00,Tartu,Naiste_riided,12,3172.85,19.05,18.12,3.07,2.98
2024-10-01 00:00:00+00,Online,Aksessuaarid,22,5733.92,15.07,10.91,5.63,4.50
2024-10-01 00:00:00+00,Online,Jalanõusid,34,16212.01,23.29,30.85,8.70,12.73
2024-10-01 00:00:00+00,Online,Laste_riided,21,3554.37,14.38,6.76,5.37,2.79
2024-10-01 00:00:00+00,Online,Meeste_riided,37,13445.78,25.34,25.58,9.46,10.56
2024-10-01 00:00:00+00,Online,Naiste_riided,32,13608.88,21.92,25.89,8.18,10.69
2024-10-01 00:00:00+00,Pärnu,Aksessuaarid,9,3106.88,20.45,21.19,2.30,2.44
2024-10-01 00:00:00+00,Pärnu,Jalanõusid,8,4782.18,18.18,32.62,2.05,3.75
2024-10-01 00:00:00+00,Pärnu,Laste_riided,11,1569.63,25.00,10.71,2.81,1.23
2024-10-01 00:00:00+00,Pärnu,Meeste_riided,8,1840.23,18.18,12.55,2.05,1.44
2024-10-01 00:00:00+00,Pärnu,Naiste_riided,8,3359.83,18.18,22.92,2.05,2.64
2024-10-01 00:00:00+00,Tallinn,Aksessuaarid,25,5277.52,18.25,12.83,6.39,4.14
2024-10-01 00:00:00+00,Tallinn,Jalanõusid,24,11629.03,17.52,28.26,6.14,9.13
2024-10-01 00:00:00+00,Tallinn,Laste_riided,23,2936.02,16.79,7.14,5.88,2.31
2024-10-01 00:00:00+00,Tallinn,Meeste_riided,39,14058.73,28.47,34.17,9.97,11.04
2024-10-01 00:00:00+00,Tallinn,Naiste_riided,26,7247.42,18.98,17.61,6.65,5.69
2024-10-01 00:00:00+00,Tartu,Aksessuaarid,18,5874.60,28.13,30.93,4.60,4.61
2024-10-01 00:00:00+00,Tartu,Jalanõusid,13,4896.65,20.31,25.78,3.32,3.84
2024-10-01 00:00:00+00,Tartu,Laste_riided,13,1726.42,20.31,9.09,3.32,1.36
2024-10-01 00:00:00+00,Tartu,Meeste_riided,11,3440.59,17.19,18.11,2.81,2.70
2024-10-01 00:00:00+00,Tartu,Naiste_riided,9,3057.99,14.06,16.10,2.30,2.40
2024-11-01 00:00:00+00,Online,Aksessuaarid,36,7849.69,21.95,18.52,9.21,7.26
2024-11-01 00:00:00+00,Online,Jalanõusid,26,8187.27,15.85,19.32,6.65,7.57
2024-11-01 00:00:00+00,Online,Laste_riided,39,5646.72,23.78,13.32,9.97,5.22
2024-11-01 00:00:00+00,Online,Meeste_riided,31,10286.38,18.90,24.27,7.93,9.51
2024-11-01 00:00:00+00,Online,Naiste_riided,32,10415.00,19.51,24.57,8.18,9.63
2024-11-01 00:00:00+00,Pärnu,Aksessuaarid,9,1156.52,22.50,11.69,2.30,1.07
2024-11-01 00:00:00+00,Pärnu,Jalanõusid,5,1398.79,12.50,14.14,1.28,1.29
2024-11-01 00:00:00+00,Pärnu,Laste_riided,8,1007.63,20.00,10.19,2.05,0.93
2024-11-01 00:00:00+00,Pärnu,Meeste_riided,12,4623.33,30.00,46.74,3.07,4.27
2024-11-01 00:00:00+00,Pärnu,Naiste_riided,6,1705.66,15.00,17.24,1.53,1.58
2024-11-01 00:00:00+00,Tallinn,Aksessuaarid,21,5184.59,16.41,13.91,5.37,4.79
2024-11-01 00:00:00+00,Tallinn,Jalanõusid,22,8330.43,17.19,22.34,5.63,7.70
2024-11-01 00:00:00+00,Tallinn,Laste_riided,25,3816.19,19.53,10.24,6.39,3.53
2024-11-01 00:00:00+00,Tallinn,Meeste_riided,31,12652.00,24.22,33.94,7.93,11.69
2024-11-01 00:00:00+00,Tallinn,Naiste_riided,29,7298.74,22.66,19.58,7.42,6.75
2024-11-01 00:00:00+00,Tartu,Aksessuaarid,7,1877.20,11.86,10.07,1.79,1.74
2024-11-01 00:00:00+00,Tartu,Jalanõusid,12,5522.93,20.34,29.64,3.07,5.10
2024-11-01 00:00:00+00,Tartu,Laste_riided,12,2552.07,20.34,13.69,3.07,2.36
2024-11-01 00:00:00+00,Tartu,Meeste_riided,15,4795.99,25.42,25.74,3.84,4.43
2024-11-01 00:00:00+00,Tartu,Naiste_riided,13,3887.73,22.03,20.86,3.32,3.59
2024-12-01 00:00:00+00,Online,Aksessuaarid,37,7171.04,17.13,11.57,6.73,4.20
2024-12-01 00:00:00+00,Online,Jalanõusid,47,21005.86,21.76,33.89,8.55,12.32
2024-12-01 00:00:00+00,Online,Laste_riided,38,4011.41,17.59,6.47,6.91,2.35
2024-12-01 00:00:00+00,Online,Meeste_riided,59,20019.29,27.31,32.30,10.73,11.74
2024-12-01 00:00:00+00,Online,Naiste_riided,35,9772.81,16.20,15.77,6.36,5.73
2024-12-01 00:00:00+00,Pärnu,Aksessuaarid,7,1303.64,17.07,12.78,1.27,0.76
2024-12-01 00:00:00+00,Pärnu,Jalanõusid,8,2338.77,19.51,22.93,1.45,1.37
2024-12-01 00:00:00+00,Pärnu,Laste_riided,10,1406.86,24.39,13.79,1.82,0.82
2024-12-01 00:00:00+00,Pärnu,Meeste_riided,11,3316.64,26.83,32.51,2.00,1.94
2024-12-01 00:00:00+00,Pärnu,Naiste_riided,5,1835.26,12.20,17.99,0.91,1.08
2024-12-01 00:00:00+00,Tallinn,Aksessuaarid,24,6913.90,12.97,10.59,4.36,4.05
2024-12-01 00:00:00+00,Tallinn,Jalanõusid,28,15715.75,15.14,24.06,5.09,9.22
2024-12-01 00:00:00+00,Tallinn,Laste_riided,36,6978.64,19.46,10.69,6.55,4.09
2024-12-01 00:00:00+00,Tallinn,Meeste_riided,47,15838.24,25.41,24.25,8.55,9.29
2024-12-01 00:00:00+00,Tallinn,Naiste_riided,50,19863.05,27.03,30.41,9.09,11.65
2024-12-01 00:00:00+00,Tartu,Aksessuaarid,20,5708.04,18.52,17.27,3.64,3.35
2024-12-01 00:00:00+00,Tartu,Jalanõusid,21,5535.14,19.44,16.75,3.82,3.25
2024-12-01 00:00:00+00,Tartu,Laste_riided,20,2675.59,18.52,8.10,3.64,1.57
2024-12-01 00:00:00+00,Tartu,Meeste_riided,27,13602.30,25.00,41.16,4.91,7.98
2024-12-01 00:00:00+00,Tartu,Naiste_riided,20,5525.53,18.52,16.72,3.64,3.24
2025-01-01 00:00:00+00,Online,Aksessuaarid,24,5479.17,19.51,14.68,7.32,5.53
2025-01-01 00:00:00+00,Online,Jalanõusid,28,11768.26,22.76,31.53,8.54,11.87
2025-01-01 00:00:00+00,Online,Laste_riided,26,4883.65,21.14,13.08,7.93,4.93
2025-01-01 00:00:00+00,Online,Meeste_riided,25,7114.17,20.33,19.06,7.62,7.18
2025-01-01 00:00:00+00,Online,Naiste_riided,20,8082.66,16.26,21.65,6.10,8.15
2025-01-01 00:00:00+00,Pärnu,Aksessuaarid,8,1687.69,22.22,21.36,2.44,1.70
2025-01-01 00:00:00+00,Pärnu,Jalanõusid,9,3244.94,25.00,41.06,2.74,3.27
2025-01-01 00:00:00+00,Pärnu,Laste_riided,8,1139.28,22.22,14.42,2.44,1.15
2025-01-01 00:00:00+00,Pärnu,Meeste_riided,7,1171.03,19.44,14.82,2.13,1.18
2025-01-01 00:00:00+00,Pärnu,Naiste_riided,4,659.77,11.11,8.35,1.22,0.67
2025-01-01 00:00:00+00,Tallinn,Aksessuaarid,18,3197.34,16.07,8.63,5.49,3.22
2025-01-01 00:00:00+00,Tallinn,Jalanõusid,26,9474.39,23.21,25.57,7.93,9.56
2025-01-01 00:00:00+00,Tallinn,Laste_riided,14,1837.96,12.50,4.96,4.27,1.85
2025-01-01 00:00:00+00,Tallinn,Meeste_riided,28,12818.18,25.00,34.60,8.54,12.93
2025-01-01 00:00:00+00,Tallinn,Naiste_riided,26,9721.19,23.21,26.24,7.93,9.81
2025-01-01 00:00:00+00,Tartu,Aksessuaarid,10,1815.91,17.54,10.77,3.05,1.83
2025-01-01 00:00:00+00,Tartu,Jalanõusid,11,2619.82,19.30,15.54,3.35,2.64
2025-01-01 00:00:00+00,Tartu,Laste_riided,14,2576.15,24.56,15.28,4.27,2.60
2025-01-01 00:00:00+00,Tartu,Meeste_riided,15,5360.34,26.32,31.79,4.57,5.41
2025-01-01 00:00:00+00,Tartu,Naiste_riided,7,4490.89,12.28,26.63,2.13,4.53
2025-02-01 00:00:00+00,Online,Aksessuaarid,20,4989.88,14.71,13.16,5.76,5.28
2025-02-01 00:00:00+00,Online,Jalanõusid,28,9605.43,20.59,25.33,8.07,10.16
2025-02-01 00:00:00+00,Online,Laste_riided,32,4202.03,23.53,11.08,9.22,4.44
2025-02-01 00:00:00+00,Online,Meeste_riided,23,7808.60,16.91,20.60,6.63,8.26
2025-02-01 00:00:00+00,Online,Naiste_riided,33,11308.29,24.26,29.83,9.51,11.96
2025-02-01 00:00:00+00,Pärnu,Aksessuaarid,7,946.45,25.00,12.06,2.02,1.00
2025-02-01 00:00:00+00,Pärnu,Jalanõusid,6,2059.73,21.43,26.24,1.73,2.18
2025-02-01 00:00:00+00,Pärnu,Laste_riided,3,440.01,10.71,5.61,0.86,0.47
2025-02-01 00:00:00+00,Pärnu,Meeste_riided,4,829.36,14.29,10.56,1.15,0.88
2025-02-01 00:00:00+00,Pärnu,Naiste_riided,8,3574.62,28.57,45.54,2.31,3.78
2025-02-01 00:00:00+00,Tallinn,Aksessuaarid,30,6552.45,22.90,18.93,8.65,6.93
2025-02-01 00:00:00+00,Tallinn,Jalanõusid,20,7302.77,15.27,21.09,5.76,7.72
2025-02-01 00:00:00+00,Tallinn,Laste_riided,29,3985.97,22.14,11.51,8.36,4.22
2025-02-01 00:00:00+00,Tallinn,Meeste_riided,26,7813.11,19.85,22.57,7.49,8.26
2025-02-01 00:00:00+00,Tallinn,Naiste_riided,26,8965.58,19.85,25.90,7.49,9.48
2025-02-01 00:00:00+00,Tartu,Aksessuaarid,11,2209.51,21.15,15.61,3.17,2.34
2025-02-01 00:00:00+00,Tartu,Jalanõusid,10,4724.63,19.23,33.39,2.88,5.00
2025-02-01 00:00:00+00,Tartu,Laste_riided,10,1406.14,19.23,9.94,2.88,1.49
2025-02-01 00:00:00+00,Tartu,Meeste_riided,11,2850.81,21.15,20.15,3.17,3.02
2025-02-01 00:00:00+00,Tartu,Naiste_riided,10,2959.50,19.23,20.91,2.88,3.13
2025-12-01 00:00:00+00,Online,Aksessuaarid,1,57.12,20.00,2.63,5.56,1.16
2025-12-01 00:00:00+00,Online,Jalanõusid,1,65.00,20.00,2.99,5.56,1.32
2025-12-01 00:00:00+00,Online,Meeste_riided,3,2051.10,60.00,94.38,16.67,41.55
2025-12-01 00:00:00+00,Pärnu,Aksessuaarid,1,141.21,25.00,19.55,5.56,2.86
2025-12-01 00:00:00+00,Pärnu,Jalanõusid,1,81.48,25.00,11.28,5.56,1.65
2025-12-01 00:00:00+00,Pärnu,Laste_riided,1,295.84,25.00,40.96,5.56,5.99
2025-12-01 00:00:00+00,Pärnu,Meeste_riided,1,203.67,25.00,28.20,5.56,4.13
2025-12-01 00:00:00+00,Tallinn,Aksessuaarid,1,231.13,20.00,19.68,5.56,4.68
2025-12-01 00:00:00+00,Tallinn,Laste_riided,1,100.57,20.00,8.57,5.56,2.04
2025-12-01 00:00:00+00,Tallinn,Meeste_riided,2,540.51,40.00,46.03,11.11,10.95
2025-12-01 00:00:00+00,Tallinn,Naiste_riided,1,301.97,20.00,25.72,5.56,6.12
2025-12-01 00:00:00+00,Tartu,Meeste_riided,3,562.87,75.00,64.92,16.67,11.40
2025-12-01 00:00:00+00,Tartu,Naiste_riided,1,304.14,25.00,35.08,5.56,6.16
2026-01-01 00:00:00+00,Online,Aksessuaarid,1,205.89,33.33,16.68,16.67,9.76
2026-01-01 00:00:00+00,Online,Jalanõusid,1,583.44,33.33,47.27,16.67,27.65
2026-01-01 00:00:00+00,Online,Naiste_riided,1,445.04,33.33,36.05,16.67,21.09
2026-01-01 00:00:00+00,Tallinn,Meeste_riided,3,875.56,100.00,100.00,50.00,41.50
2026-02-01 00:00:00+00,Online,Jalanõusid,1,84.41,100.00,100.00,100.00,100.00
2026-03-01 00:00:00+00,Online,Jalanõusid,1,442.38,50.00,59.69,16.67,28.87
2026-03-01 00:00:00+00,Online,Laste_riided,1,298.71,50.00,40.31,16.67,19.49
2026-03-01 00:00:00+00,Pärnu,Laste_riided,1,84.95,100.00,100.00,16.67,5.54
2026-03-01 00:00:00+00,Tallinn,Jalanõusid,1,168.82,33.33,23.90,16.67,11.02
2026-03-01 00:00:00+00,Tallinn,Meeste_riided,2,537.58,66.67,76.10,33.33,35.08
2026-04-01 00:00:00+00,Online,Laste_riided,1,98.68,100.00,100.00,50.00,49.14
