inventory_id,product_id,location,quantity_available,reorder_point,last_updated
679,1170,pärnu,79,25,2025-02-06
680,1170,ladu,53,50,2025-02-11
681,1171,tallinn,11,41,2025-02-23
682,1171,tartu,49,45,2025-02-18
683,1171,pärnu,0,45,2025-02-27
684,1171,ladu,276,23,2025-01-18
685,1172,tallinn,136,43,2025-01-15
686,1172,tartu,51,25,2025-02-06
687,1172,pärnu,49,41,2025-01-11
688,1172,ladu,298,24,2025-01-31
689,1173,tallinn,86,42,2025-02-02
690,1173,tartu,98,14,2025-01-20
691,1173,pärnu,105,40,2024-05-19
692,1173,ladu,305,16,2025-02-04
693,1174,tallinn,99,28,2025-02-24
694,1174,tartu,149,38,2025-01-23
695,1174,pärnu,140,34,2024-09-03
696,1174,ladu,102,35,2025-01-20
697,1175,tallinn,148,16,2025-01-24
698,1175,tartu,0,35,2025-02-09
699,1175,pärnu,95,47,2024-04-24
700,1175,ladu,224,14,2024-07-11
701,1176,tallinn,61,39,2024-06-06
702,1176,tartu,148,40,2025-01-09
703,1176,pärnu,55,50,2025-01-09
704,1176,ladu,498,36,2025-02-09
705,1177,tallinn,46,12,2024-09-08
706,1177,tartu,143,23,2025-02-13
707,1177,pärnu,19,26,2025-02-21
708,1177,ladu,172,11,2025-02-27
709,1178,tallinn,101,35,2024-10-21
710,1178,tartu,87,14,2025-01-22
711,1178,pärnu,89,40,2025-01-04
712,1178,ladu,286,13,2025-01-20
713,1179,tallinn,56,33,2025-01-21
714,1179,tartu,5796,25,2024-11-08
715,1179,pärnu,99,37,2025-01-30
716,1179,ladu,291,33,2025-02-08
717,1180,tallinn,10,13,2025-01-21
718,1180,tartu,91,47,2025-01-10
719,1180,pärnu,37,12,2025-02-22
720,1180,ladu,312,45,2025-01-14
721,1181,tallinn,51,26,2025-02-28
722,1181,tartu,131,17,2024-10-13
723,1181,pärnu,90,11,2025-02-26
724,1181,ladu,381,14,2025-01-20
725,1182,tallinn,37,21,2025-02-04
726,1182,tartu,95,42,2024-04-22
727,1182,pärnu,51,26,2025-02-18
728,1182,ladu,303,32,2025-02-27
729,1183,tallinn,37,45,2025-02-16
730,1183,tartu,148,45,2025-02-03
731,1183,pärnu,59,17,2025-02-21
732,1183,ladu,233,16,2025-02-09
733,1184,tallinn,42,13,2025-02-02
734,1184,tartu,10,17,2024-08-02
735,1184,pärnu,60,42,2025-02-03
736,1184,ladu,424,37,2025-02-22
737,1185,tallinn,8,30,2025-02-06
738,1185,tartu,23,22,2025-02-07
739,1185,pärnu,94,37,2025-01-10
740,1185,ladu,395,30,2025-01-03
741,1186,tallinn,11,15,2025-01-04
742,1186,tartu,132,29,2025-02-27
743,1186,pärnu,44,31,2025-01-27
744,1186,ladu,442,32,2025-02-11
745,1187,tallinn,108,11,2024-08-09
746,1187,tartu,18,45,2025-01-17
747,1187,pärnu,91,22,2025-01-27
748,1187,ladu,337,42,2025-02-15
749,1188,tallinn,122,12,2025-01-03
750,1188,tartu,1723,14,2024-03-10
751,1188,pärnu,49,24,2025-02-09
752,1188,ladu,384,26,2024-07-20
753,1189,tallinn,134,13,2025-02-21
754,1189,tartu,2,34,2024-06-24
755,1189,pärnu,68,47,2025-02-08
756,1189,ladu,95,29,2024-10-11
757,1190,tallinn,134,36,2025-02-22
758,1190,tartu,127,50,2025-01-21
759,1190,pärnu,39,19,2025-02-05
760,1190,ladu,1,15,2025-01-17
761,1191,tallinn,98,34,2025-01-12
762,1191,tartu,109,37,2025-02-18
763,1191,pärnu,56,16,2025-01-17
764,1191,ladu,4,41,2025-02-08
765,1192,tallinn,62,43,2025-01-26
766,1192,tartu,148,14,2025-01-25
767,1192,pärnu,112,18,2024-07-05
768,1192,ladu,409,25,2024-06-30
769,1193,tallinn,44,30,2025-01-05
770,1193,tartu,56,27,2025-02-06
771,1193,pärnu,141,37,2025-02-25
772,1193,ladu,10,37,2025-01-03
773,1194,tallinn,7,38,2025-01-12
774,1194,tartu,95,15,2025-02-22
775,1194,pärnu,112,34,2025-02-23
776,1194,ladu,312,44,2025-02-28
777,1195,tallinn,13,13,2025-02-07
778,1195,tartu,125,24,2025-02-17
779,1195,pärnu,39,20,2025-01-03
780,1195,ladu,195,30,2025-02-08
781,1196,tallinn,93,32,2024-11-08
782,1196,tartu,140,25,2025-01-10
783,1196,pärnu,78,44,2025-02-18
784,1196,ladu,210,32,2025-02-02
785,1197,tallinn,85,26,2025-01-14
786,1197,tartu,12,16,2025-01-14
787,1197,pärnu,39,11,2025-02-22
788,1197,ladu,2,34,2025-01-07
789,1198,tallinn,6821,27,2024-05-09
790,1198,tartu,125,17,2025-02-27
791,1198,pärnu,103,10,2025-01-21
792,1198,ladu,329,14,2025-01-27
793,1199,tallinn,70,34,2025-02-22
794,1199,tartu,33,44,2025-01-04
795,1199,pärnu,25,50,2025-01-02
796,1199,ladu,113,28,2024-06-08
797,1200,tallinn,56,21,2025-02-15
798,1200,tartu,45,27,2025-01-24
799,1200,pärnu,36,11,2025-01-31
800,1200,ladu,29,21,2025-02-15
801,1201,tallinn,91,35,2024-09-01
802,1201,tartu,86,50,2025-02-15
803,1201,pärnu,36,10,2025-01-13
804,1201,ladu,252,47,2025-01-30
805,1202,tallinn,147,30,2025-02-03
806,1202,tartu,64,41,2025-01-13
807,1202,pärnu,109,46,2025-02-22
808,1202,ladu,70,29,2025-01-19
809,1203,tallinn,30,36,2024-09-03
810,1203,tartu,28,38,2025-01-01
811,1203,pärnu,106,19,2025-02-19
812,1203,ladu,87,12,2025-02-10
813,1204,tallinn,94,41,2025-02-08
814,1204,tartu,134,18,2024-07-10
815,1204,pärnu,70,33,2024-04-16
816,1204,ladu,273,30,2025-02-23
817,1205,tallinn,93,32,2025-02-23
818,1205,tartu,21,23,2025-02-14
819,1205,pärnu,147,36,2024-03-19
820,1205,ladu,313,17,2025-01-28
821,1206,tallinn,100,11,2025-01-22
822,1206,tartu,32,11,2025-02-26
823,1206,pärnu,6,34,2025-02-05
824,1206,ladu,226,40,2024-11-07
825,1207,tallinn,127,17,2025-02-20
826,1207,tartu,22,15,2025-01-21
827,1207,pärnu,148,15,2025-01-18
828,1207,ladu,415,12,2025-01-29
829,1208,tallinn,47,43,2025-02-14
830,1208,tartu,104,11,2024-09-01
831,1208,pärnu,10,18,2025-02-17
832,1208,ladu,15,30,2025-01-27
833,1209,tallinn,81,17,2025-02-23
834,1209,tartu,9,32,2024-10-07
835,1209,pärnu,64,29,2024-03-12
836,1209,ladu,60,12,2024-11-03
837,1210,tallinn,25,50,2025-02-28
838,1210,tartu,118,36,2024-05-12
839,1210,pärnu,2277,25,2025-01-22
840,1210,ladu,481,13,2025-02-03
841,1211,tallinn,5,30,2025-01-05
842,1211,tartu,34,28,2025-01-30
843,1211,pärnu,41,41,2025-01-19
844,1211,ladu,473,33,2025-02-28
845,1212,tallinn,134,12,2025-02-25
846,1212,tartu,101,35,2025-01-26
847,1212,pärnu,52,23,2025-01-31
848,1212,ladu,391,14,2025-02-23
849,1213,tallinn,111,30,2025-01-19
850,1213,tartu,97,33,2025-02-07
851,1213,pärnu,11,41,2025-01-21
852,1213,ladu,377,23,2025-01-28
853,1214,tallinn,126,36,2025-01-16
854,1214,tartu,126,29,2025-02-07
855,1214,pärnu,10,14,2025-02-20
856,1214,ladu,461,36,2025-02-09
857,1215,tallinn,9,33,2025-01-28
858,1215,tartu,104,32,2025-01-18
859,1215,pärnu,143,18,2025-01-26
860,1215,ladu,64,46,2025-02-11
861,1216,tallinn,127,22,2025-02-03
862,1216,tartu,1,44,2024-04-14
863,1216,pärnu,7588,21,2024-08-01
864,1216,ladu,82,20,2025-01-16
865,1217,tallinn,19,26,2025-01-28
866,1217,tartu,2983,49,2025-02-01
867,1217,pärnu,85,11,2025-01-22
868,1217,ladu,269,13,2025-02-11
869,1218,tallinn,88,33,2025-01-04
870,1218,tartu,62,50,2025-02-03
871,1218,pärnu,74,43,2025-01-15
872,1218,ladu,85,25,2025-02-03
873,1219,tallinn,25,47,2025-01-01
874,1219,tartu,48,32,2025-02-06
875,1219,pärnu,47,42,2025-01-30
876,1219,ladu,76,39,2025-02-08
877,1220,tallinn,79,27,2025-01-04
878,1220,tartu,35,28,2024-03-15
879,1220,pärnu,109,27,2025-01-07
880,1220,ladu,374,41,2025-01-09
881,1221,tallinn,124,17,2025-02-15
882,1221,tartu,35,48,2025-01-14
883,1221,pärnu,25,38,2025-01-27
884,1221,ladu,120,20,2024-06-22
885,1222,tallinn,116,10,2025-01-03
886,1222,tartu,149,32,2025-02-28
887,1222,pärnu,98,11,2025-01-12
888,1222,ladu,484,14,2025-02-23
889,1223,tallinn,5,13,2025-02-25
890,1223,tartu,82,33,2025-02-04
891,1223,pärnu,12,40,2025-02-10
892,1223,ladu,297,28,2025-01-06
893,1224,tallinn,60,20,2025-01-10
894,1224,tartu,107,40,2025-02-17
895,1224,pärnu,67,39,2025-01-16
896,1224,ladu,335,23,2025-01-03
897,1225,tallinn,50,21,2025-01-08
898,1225,tartu,33,32,2025-01-30
899,1225,pärnu,60,42,2024-09-21
900,1225,ladu,3251,34,2024-07-20
901,1226,tallinn,42,33,2024-10-03
902,1226,tartu,122,11,2025-01-25
903,1226,pärnu,77,20,2025-01-26
904,1226,ladu,364,21,2025-01-19
905,1227,tallinn,92,31,2024-07-01
906,1227,tartu,71,34,2025-02-26
907,1227,pärnu,68,13,2025-01-19
908,1227,ladu,412,23,2025-01-07
909,1228,tallinn,136,25,2025-01-30
910,1228,tartu,86,18,2025-01-15
911,1228,pärnu,83,31,2025-02-26
912,1228,ladu,5321,11,2025-02-20
913,1229,tallinn,59,40,2025-02-17
914,1229,tartu,115,26,2025-01-31
915,1229,pärnu,72,48,2025-01-12
916,1229,ladu,6376,27,2025-02-20
917,1230,tallinn,142,26,2025-02-18
918,1230,tartu,148,42,2024-07-14
919,1230,pärnu,44,28,2025-01-26
920,1230,ladu,363,45,2025-01-20
921,1231,tallinn,114,27,2025-01-20
922,1231,tartu,139,44,2025-02-05
923,1231,pärnu,80,22,2024-11-11
924,1231,ladu,212,25,2025-02-12
925,1232,tallinn,73,33,2025-02-19
926,1232,tartu,48,45,2025-01-11
927,1232,pärnu,40,12,2025-02-04
928,1232,ladu,219,31,2025-02-13
929,1233,tallinn,123,20,2025-02-01
930,1233,tartu,48,15,2025-01-27
931,1233,pärnu,122,46,2024-11-27
932,1233,ladu,426,12,2025-01-06
933,1234,tallinn,26,18,2025-01-21
934,1234,tartu,127,16,2024-08-31
935,1234,pärnu,12,19,2025-01-31
936,1234,ladu,34,31,2024-04-16
937,1235,tallinn,139,45,2024-10-09
938,1235,tartu,129,22,2025-02-21
939,1235,pärnu,46,38,2025-02-11
940,1235,ladu,195,18,2025-02-04
941,1236,tallinn,139,46,2024-06-08
942,1236,tartu,127,34,2025-02-24
943,1236,pärnu,113,41,2025-02-22
944,1236,ladu,8,39,2025-01-08
945,1237,tallinn,5,17,2025-01-15
946,1237,tartu,135,16,2025-02-04
947,1237,pärnu,62,42,2025-02-18
948,1237,ladu,156,41,2025-02-28
949,1238,tallinn,52,37,2025-01-08
950,1238,tartu,79,18,2025-02-05
951,1238,pärnu,139,38,2025-01-22
952,1238,ladu,88,25,2025-01-19
953,1239,tallinn,111,28,2025-02-23
954,1239,tartu,123,25,2024-06-26
955,1239,pärnu,76,21,2025-01-22
956,1239,ladu,209,36,2025-02-17
957,1240,tallinn,104,40,2024-05-18
958,1240,tartu,29,30,2025-01-01
959,1240,pärnu,79,44,2025-01-30
960,1240,ladu,1,16,2025-01-20
961,1241,tallinn,31,50,2025-01-05
962,1241,tartu,16,39,2025-02-09
963,1241,pärnu,88,35,2025-01-27
964,1241,ladu,400,49,2025-01-16
965,1242,tallinn,148,12,2025-02-27
966,1242,tartu,22,31,2025-01-16
967,1242,pärnu,42,16,2025-01-05
968,1242,ladu,304,23,2024-08-29
969,1243,tallinn,64,43,2025-01-13
970,1243,tartu,12,20,2025-01-23
971,1243,pärnu,86,50,2025-02-02
972,1243,ladu,245,20,2025-02-25
973,1244,tallinn,87,26,2024-11-20
974,1244,tartu,11,12,2025-01-07
975,1244,pärnu,104,10,2025-01-09
976,1244,ladu,78,32,2025-01-27
977,1245,tallinn,16,26,2025-02-05
978,1245,tartu,77,28,2025-01-10
979,1245,pärnu,58,12,2025-01-18
980,1245,ladu,270,41,2024-03-12
981,1246,tallinn,2,12,2024-05-08
982,1246,tartu,43,25,2025-02-16
983,1246,pärnu,94,35,2025-01-10
984,1246,ladu,25,11,2024-09-28
985,1247,tallinn,8,26,2025-02-23
986,1247,tartu,138,11,2025-02-21
987,1247,pärnu,105,16,2024-06-01
988,1247,ladu,283,15,2025-01-10
989,1248,tallinn,96,20,2025-02-05
990,1248,tartu,42,13,2024-06-12
991,1248,pärnu,19,12,2025-02-16
992,1248,ladu,49,50,2025-02-07
993,1249,tallinn,150,13,2025-01-29
994,1249,tartu,104,10,2025-02-04
995,1249,pärnu,34,44,2024-04-11
996,1249,ladu,378,44,2025-02-13
997,1250,tallinn,23,31,2025-01-04
998,1250,tartu,32,22,2024-11-13
999,1250,pärnu,34,17,2025-01-04
1000,1250,ladu,16,17,2025-01-08
1001,1251,tallinn,83,49,2025-02-20
1002,1251,tartu,126,34,2025-02-07
1003,1251,pärnu,128,28,2025-02-28
1004,1251,ladu,441,31,2025-01-06
1005,1252,tallinn,118,44,2025-02-22
1006,1252,tartu,30,45,2025-01-10
1007,1252,pärnu,81,23,2025-02-13
1008,1252,ladu,302,36,2025-01-21
1009,1253,tallinn,64,21,2025-02-16
1010,1253,tartu,63,47,2025-01-20
1011,1253,pärnu,20,21,2025-02-23
1012,1253,ladu,34,45,2025-02-14
1013,1254,tallinn,87,17,2025-01-26
1014,1254,tartu,146,38,2024-03-02
1015,1254,pärnu,46,50,2025-01-30
1016,1254,ladu,316,41,2025-01-16
1017,1255,tallinn,74,11,2025-02-12
1018,1255,tartu,66,13,2024-06-19
1019,1255,pärnu,148,38,2024-11-09
1020,1255,ladu,301,31,2025-02-17
1021,1256,tallinn,56,22,2025-01-26
1022,1256,tartu,5651,29,2025-02-08
1023,1256,pärnu,20,38,2025-01-19
1024,1256,ladu,77,32,2024-03-11
1025,1257,tallinn,56,50,2025-02-02
1026,1257,tartu,107,39,2025-01-01
1027,1257,pärnu,113,29,2025-02-17
1028,1257,ladu,270,17,2025-02-23
1029,1258,tallinn,39,26,2025-02-16
1030,1258,tartu,97,47,2025-02-02
1031,1258,pärnu,30,33,2025-01-23
1032,1258,ladu,250,27,2025-02-01
1033,1259,tallinn,16,24,2024-06-03
1034,1259,tartu,122,49,2025-02-28
1035,1259,pärnu,8,37,2025-01-28
1036,1259,ladu,157,23,2024-07-12
1037,1260,tallinn,85,43,2025-01-27
1038,1260,tartu,149,44,2025-02-10
1039,1260,pärnu,85,18,2025-01-18
1040,1260,ladu,400,38,2025-02-20
1041,1261,tallinn,136,25,2025-02-12
1042,1261,tartu,73,31,2025-01-19
1043,1261,pärnu,8,48,2024-09-12
1044,1261,ladu,331,26,2025-02-21
1045,1262,tallinn,143,37,2025-01-25
1046,1262,tartu,31,34,2024-05-05
1047,1262,pärnu,109,12,2025-02-24
1048,1262,ladu,389,29,2025-01-07
1049,1263,tallinn,130,48,2025-01-06
1050,1263,tartu,134,13,2025-01-17
1051,1263,pärnu,7704,45,2025-01-14
1052,1263,ladu,262,38,2025-02-02
1053,1264,tallinn,117,35,2025-01-11
1054,1264,tartu,141,18,2025-02-10
1055,1264,pärnu,27,29,2025-01-17
1056,1264,ladu,348,12,2025-02-21
1057,1265,tallinn,59,35,2025-02-21
1058,1265,tartu,92,24,2025-01-25
1059,1265,pärnu,71,33,2025-01-17
1060,1265,ladu,130,45,2025-01-04
1061,1266,tallinn,3,14,2025-01-10
1062,1266,tartu,43,50,2025-02-11
1063,1266,pärnu,82,48,2025-02-21
1064,1266,ladu,71,16,2025-01-09
1065,1267,tallinn,40,15,2025-02-15
1066,1267,tartu,5,36,2024-08-25
1067,1267,pärnu,52,23,2025-02-02
1068,1267,ladu,214,35,2025-02-12
1069,1268,tallinn,98,32,2024-06-21
1070,1268,tartu,21,24,2025-01-10
1071,1268,pärnu,88,14,2025-01-18
1072,1268,ladu,329,16,2025-02-01
1073,1269,tallinn,2409,25,2024-05-09
1074,1269,tartu,121,13,2025-02-04
1075,1269,pärnu,91,32,2025-02-18
1076,1269,ladu,221,20,2025-02-01
1077,1270,tallinn,146,21,2025-01-19
1078,1270,tartu,-42,29,2025-01-19
1079,1270,pärnu,87,25,2024-10-07
1080,1270,ladu,52,43,2024-07-17
1081,1271,tallinn,6,28,2025-01-07
1082,1271,tartu,-22,22,2025-01-17
1083,1271,pärnu,121,23,2025-02-03
1084,1271,ladu,9800,49,2025-02-15
1085,1272,tallinn,138,36,2025-02-13
1086,1272,tartu,95,35,2025-01-07
1087,1272,pärnu,4,19,2025-01-28
1088,1272,ladu,421,22,2024-06-07
1089,1273,tallinn,73,42,2024-03-16
1090,1273,tartu,85,48,2025-02-20
1091,1273,pärnu,144,50,2025-01-13
1092,1273,ladu,8,33,2025-01-13
1093,1274,tallinn,52,27,2025-01-13
1094,1274,tartu,20,20,2025-02-20
1095,1274,pärnu,88,38,2025-01-27
1096,1274,ladu,267,43,2025-01-09
1097,1275,tallinn,83,19,2025-01-14
1098,1275,tartu,114,26,2025-01-25
1099,1275,pärnu,68,46,2024-07-12
1100,1275,ladu,63,17,2025-02-21
1101,1276,tallinn,144,26,2024-08-17
1102,1276,tartu,147,44,2025-02-04
1103,1276,pärnu,136,46,2025-01-05
1104,1276,ladu,144,40,2025-01-13
1105,1277,tallinn,75,42,2025-01-03
1106,1277,tartu,36,24,2025-02-22
1107,1277,pärnu,98,29,2025-02-08
1108,1277,ladu,323,29,2024-03-29
1109,1278,tallinn,106,25,2025-02-18
1110,1278,tartu,145,26,2025-02-18
1111,1278,pärnu,-16,33,2025-02-01
1112,1278,ladu,7626,17,2025-01-20
1113,1279,tallinn,79,23,2025-01-25
1114,1279,tartu,4250,31,2025-01-20
1115,1279,pärnu,143,14,2025-01-23
1116,1279,ladu,61,27,2025-01-20
1117,1280,tallinn,116,32,2024-06-11
1118,1280,tartu,111,48,2025-01-31
1119,1280,pärnu,81,19,2025-01-24
1120,1280,ladu,363,32,2025-01-02
1121,1281,tallinn,52,24,2024-05-05
1122,1281,tartu,142,49,2025-02-11
1123,1281,pärnu,143,28,2025-01-27
1124,1281,ladu,401,13,2025-01-31
1125,1282,tallinn,136,12,2025-01-09
1126,1282,tartu,29,23,2025-02-15
1127,1282,pärnu,87,24,2025-02-16
1128,1282,ladu,436,25,2024-04-10
1129,1283,tallinn,121,11,2025-02-13
1130,1283,tartu,129,13,2025-02-20
1131,1283,pärnu,66,41,2025-02-02
1132,1283,ladu,292,49,2025-01-04
1133,1284,tallinn,106,49,2025-02-27
1134,1284,tartu,70,45,2025-01-12
1135,1284,pärnu,18,27,2025-01-25
1136,1284,ladu,266,13,2025-02-01
1137,1285,tallinn,59,14,2025-02-27
1138,1285,tartu,95,48,2025-02-10
1139,1285,pärnu,92,47,2025-02-08
1140,1285,ladu,21,13,2025-02-25
1141,1286,tallinn,9,30,2025-01-27
1142,1286,tartu,141,18,2025-01-01
1143,1286,pärnu,9,25,2024-10-08
1144,1286,ladu,417,23,2025-02-26
1145,1287,tallinn,92,43,2025-01-15
1146,1287,tartu,37,27,2025-01-23
1147,1287,pärnu,120,30,2025-02-07
1148,1287,ladu,141,12,2025-01-13
1149,1288,tallinn,120,24,2024-11-03
1150,1288,tartu,68,18,2025-01-27
1151,1288,pärnu,81,45,2025-02-19
1152,1288,ladu,389,18,2024-03-28
1153,1289,tallinn,84,40,2025-02-25
1154,1289,tartu,112,42,2025-02-05
1155,1289,pärnu,104,14,2025-02-11
1156,1289,ladu,306,16,2025-01-16
1157,1290,tallinn,36,25,2025-01-12
1158,1290,tartu,21,35,2024-11-17
1159,1290,pärnu,52,14,2025-01-26
1160,1290,ladu,491,49,2025-02-18
1161,1291,tallinn,108,19,2024-08-11
1162,1291,tartu,15,30,2025-01-19
1163,1291,pärnu,143,19,2025-02-19
1164,1291,ladu,27,19,2025-01-02
1165,1292,tallinn,32,14,2025-02-05
1166,1292,tartu,108,46,2025-01-22
1167,1292,pärnu,16,24,2025-01-15
1168,1292,ladu,61,39,2025-01-10
1169,1293,tallinn,109,10,2025-01-05
1170,1293,tartu,137,46,2025-01-26
1171,1293,pärnu,93,26,2025-02-26
1172,1293,ladu,471,47,2025-01-07
1173,1294,tallinn,114,10,2025-02-21
1174,1294,tartu,4509,21,2025-02-01
1175,1294,pärnu,104,50,2025-02-16
1176,1294,ladu,67,34,2025-01-02
1177,1295,tallinn,103,47,2025-01-05
1178,1295,tartu,19,33,2025-01-18
1179,1295,pärnu,102,32,2025-01-04
1180,1295,ladu,133,29,2025-02-07
1181,1296,tallinn,41,21,2025-01-23
1182,1296,tartu,136,32,2025-01-27
1183,1296,pärnu,5,42,2025-01-26
1184,1296,ladu,433,40,2025-02-07
1185,1297,tallinn,31,22,2025-02-20
1186,1297,tartu,96,13,2025-01-03
1187,1297,pärnu,28,11,2025-01-30
1188,1297,ladu,337,24,2025-02-19
1189,1298,tallinn,67,41,2025-02-01
1190,1298,tartu,77,12,2025-02-04
1191,1298,pärnu,133,31,2025-01-26
1192,1298,ladu,106,25,2025-02-16
1193,1299,tallinn,46,22,2025-02-09
1194,1299,tartu,66,25,2025-02-11
1195,1299,pärnu,72,41,2025-01-22
1196,1299,ladu,491,38,2024-10-09
1197,1300,tallinn,41,25,2025-02-21
1198,1300,tartu,85,47,2025-01-11
1199,1300,pärnu,56,21,2025-02-27
1200,1300,ladu,331,16,2025-01-03
1201,1301,tallinn,139,12,2025-01-15
1202,1301,tartu,9985,39,2025-02-19
1203,1301,pärnu,90,32,2025-01-09
1204,1301,ladu,160,25,2025-01-29
1205,1302,tallinn,144,26,2025-02-12
1206,1302,tartu,52,39,2025-01-14
1207,1302,pärnu,51,16,2025-01-19
1208,1302,ladu,402,48,2025-01-19
1209,1303,tallinn,17,19,2025-02-19
1210,1303,tartu,139,44,2025-01-23
1211,1303,pärnu,94,10,2025-01-15
1212,1303,ladu,330,34,2025-02-02
1213,1304,tallinn,769,49,2024-06-18
1214,1304,tartu,135,45,2025-02-25
1215,1304,pärnu,92,49,2025-02-09
1216,1304,ladu,147,25,2025-02-28
1217,1305,tallinn,99,18,2025-01-06
1218,1305,tartu,20,27,2025-02-20
1219,1305,pärnu,103,35,2025-01-30
1220,1305,ladu,427,31,2025-01-20
1221,1306,tallinn,5,23,2025-02-25
1222,1306,tartu,54,50,2024-04-29
1223,1306,pärnu,87,50,2025-02-19
1224,1306,ladu,130,37,2024-08-26
1225,1307,tallinn,19,14,2025-02-28
1226,1307,tartu,115,11,2025-01-17
1227,1307,pärnu,1,24,2024-06-25
1228,1307,ladu,27,34,2025-01-20
1229,1308,tallinn,127,44,2025-01-07
1230,1308,tartu,20,28,2025-01-27
1231,1308,pärnu,1,50,2024-08-26
1232,1308,ladu,43,23,2025-01-08
1233,1309,tallinn,50,20,2025-01-25
1234,1309,tartu,66,38,2025-02-04
1235,1309,pärnu,72,12,2025-01-02
1236,1309,ladu,166,44,2025-02-19
1237,1310,tallinn,91,35,2025-02-05
1238,1310,tartu,110,21,2025-01-20
1239,1310,pärnu,95,12,2025-02-21
1240,1310,ladu,445,12,2025-02-06
1241,1311,tallinn,120,41,2025-01-04
1242,1311,tartu,106,42,2025-01-27
1243,1311,pärnu,101,22,2025-01-03
1244,1311,ladu,334,42,2025-01-10
1245,1312,tallinn,27,14,2024-08-06
1246,1312,tartu,84,47,2025-01-04
1247,1312,pärnu,30,39,2025-02-03
1248,1312,ladu,340,24,2024-09-19
1249,1313,tallinn,49,12,2025-02-12
1250,1313,tartu,26,12,2025-02-10
1251,1313,pärnu,131,29,2025-01-07
1252,1313,ladu,79,30,2024-06-22
1253,1314,tallinn,98,32,2025-02-15
1254,1314,tartu,51,47,2025-02-05
1255,1314,pärnu,22,39,2025-02-02
1256,1314,ladu,406,13,2025-02-26
1257,1315,tallinn,60,33,2025-01-25
1258,1315,tartu,105,43,2025-01-31
1259,1315,pärnu,124,50,2025-01-11
1260,1315,ladu,162,38,2025-01-01
1261,1316,tallinn,3,49,2024-10-20
1262,1316,tartu,140,27,2024-10-08
1263,1316,pärnu,148,50,2025-02-22
1264,1316,ladu,437,30,2025-02-08
1265,1317,tallinn,8,17,2025-02-07
1266,1317,tartu,67,24,2025-01-03
1267,1317,pärnu,43,40,2025-02-22
1268,1317,ladu,398,17,2025-02-18
1269,1318,tallinn,39,26,2025-01-30
1270,1318,tartu,61,35,2025-01-02
1271,1318,pärnu,108,29,2025-02-17
1272,1318,ladu,312,34,2025-02-15
1273,1319,tallinn,118,45,2025-02-25
1274,1319,tartu,-23,48,2025-01-25
1275,1319,pärnu,35,22,2025-01-27
1276,1319,ladu,142,20,2025-02-28
1277,1320,tallinn,82,15,2025-01-21
1278,1320,tartu,123,47,2025-02-04
1279,1320,pärnu,0,20,2025-01-30
1280,1320,ladu,320,43,2025-02-23
1281,1321,tallinn,29,15,2025-01-21
1282,1321,tartu,146,42,2025-02-02
1283,1321,pärnu,46,19,2025-02-04
1284,1321,ladu,267,44,2025-01-09
1285,1322,tallinn,75,15,2025-02-28
1286,1322,tartu,121,13,2025-02-08
1287,1322,pärnu,19,20,2025-02-24
1288,1322,ladu,136,37,2025-02-24
1289,1323,tallinn,25,50,2025-01-23
1290,1323,tartu,123,30,2024-03-22
1291,1323,pärnu,22,49,2025-01-06
1292,1323,ladu,385,38,2025-02-12
1293,1324,tallinn,10,16,2025-02-14
1294,1324,tartu,95,37,2025-01-03
1295,1324,pärnu,6,30,2024-06-10
1296,1324,ladu,345,49,2024-09-03
1297,1325,tallinn,45,45,2025-01-24
1298,1325,tartu,93,29,2025-02-14
1299,1325,pärnu,101,43,2025-01-31
1300,1325,ladu,300,17,2025-01-23
1301,1326,tallinn,133,18,2024-09-17
1302,1326,tartu,72,13,2025-01-04
1303,1326,pärnu,133,10,2024-11-26
1304,1326,ladu,39,26,2024-03-31
1305,1327,tallinn,39,11,2025-02-21
1306,1327,tartu,46,24,2024-11-24
1307,1327,pärnu,15,47,2024-03-06
1308,1327,ladu,235,11,2025-02-06
1309,1328,tallinn,69,10,2025-01-13
1310,1328,tartu,1,21,2024-05-02
1311,1328,pärnu,142,22,2025-01-20
1312,1328,ladu,343,47,2025-02-04
1313,1329,tallinn,114,10,2025-01-15
1314,1329,tartu,19,32,2024-09-13
1315,1329,pärnu,149,24,2025-01-13
1316,1329,ladu,435,25,2025-02-07
1317,1330,tallinn,86,40,2025-01-01
1318,1330,tartu,76,37,2024-09-11
1319,1330,pärnu,94,43,2025-02-11
1320,1330,ladu,79,42,2025-02-20
1321,1331,tallinn,145,32,2025-01-30
1322,1331,tartu,133,47,2025-01-04
1323,1331,pärnu,140,39,2025-01-20
1324,1331,ladu,15,16,2024-10-05
1325,1332,tallinn,3,37,2025-01-25
1326,1332,tartu,135,10,2025-01-11
1327,1332,pärnu,148,33,2025-01-06
1328,1332,ladu,318,23,2025-01-07
1329,1333,tallinn,77,22,2025-01-06
1330,1333,tartu,14,50,2025-01-13
1331,1333,pärnu,17,46,2025-02-02
1332,1333,ladu,469,10,2025-01-15
1333,1334,tallinn,68,28,2025-02-03
1334,1334,tartu,46,26,2025-02-01
1335,1334,pärnu,70,23,2025-02-23
1336,1334,ladu,251,32,2025-01-20
1337,1335,tallinn,20,37,2025-01-13
1338,1335,tartu,98,47,2025-02-01
1339,1335,pärnu,61,29,2025-02-10
1340,1335,ladu,185,21,2024-06-07
1341,1336,tallinn,73,31,2025-02-26
