movement_id,product_id,location,movement_type,quantity,timestamp,reference
2206,1065,tallinn,TRANSFER,-45,2024-10-17,TRANSFER-9103
2207,1126,ladu,OUT,-48,2024-08-23,ORD-54723
2208,1144,tallinn,OUT,-29,2025-01-09,ORD-51380
2209,1215,ladu,OUT,-44,2024-10-06,ORD-14332
2210,1109,pärnu,OUT,-48,2024-07-30,ORD-80719
2211,1168,ladu,IN,96,2025-01-23,PO-96296
2212,1026,ladu,OUT,-22,2024-02-07,ORD-41037
2213,1327,ladu,TRANSFER,-39,2024-04-10,TRANSFER-2880
2214,1046,ladu,IN,17,2024-01-04,PO-66714
2215,1225,ladu,OUT,-5,2024-01-08,ORD-21820
2216,1317,tartu,ADJUSTMENT,9,2024-06-17,ADJ-9501
2217,1008,pärnu,IN,159,2025-01-04,PO-57255
2218,1180,tartu,IN,88,2024-05-15,PO-32313
2219,1073,ladu,IN,67,2024-03-24,PO-56804
2220,1225,tallinn,IN,10,2024-03-05,PO-86384
2221,1125,ladu,ADJUSTMENT,-14,2024-04-04,ADJ-7989
2222,1286,tartu,ADJUSTMENT,27,2024-10-24,ADJ-1018
2223,1027,tartu,IN,189,2024-03-09,PO-76785
2224,1297,tartu,OUT,-45,2024-06-12,ORD-91373
2225,1250,ladu,OUT,-29,2024-05-10,ORD-72280
2226,1306,tartu,IN,129,2025-02-02,PO-60201
2227,1011,tartu,TRANSFER,39,2024-05-31,TRANSFER-1130
2228,1154,tartu,OUT,-34,2024-07-29,ORD-94010
2229,1040,tallinn,OUT,-8,2024-07-23,ORD-48505
2230,1149,tartu,IN,13,2024-06-12,PO-71700
2231,1343,tartu,IN,84,2024-02-10,PO-93114
2232,1302,tartu,OUT,-49,2024-04-24,ORD-13626
2233,1049,tartu,IN,145,2024-01-14,PO-67398
2234,1212,ladu,IN,158,2024-04-30,PO-26510
2235,1258,pärnu,TRANSFER,61,2024-11-15,TRANSFER-3543
2236,1025,ladu,TRANSFER,30,2024-05-23,TRANSFER-5545
2237,1119,ladu,IN,158,2024-03-04,PO-36045
2238,1201,pärnu,TRANSFER,30,2024-11-25,TRANSFER-8548
2239,1100,ladu,OUT,-41,2024-08-22,ORD-41943
2240,1285,tartu,IN,34,2024-03-26,PO-28557
2241,1287,tartu,OUT,-36,2024-09-11,ORD-71034
2242,1338,tallinn,TRANSFER,-66,2024-03-26,TRANSFER-7653
2243,1189,pärnu,OUT,-7,2024-08-05,ORD-38510
2244,1172,pärnu,IN,24,2024-05-01,PO-36500
2245,1169,tartu,TRANSFER,-90,2024-04-09,TRANSFER-1972
2246,1107,ladu,IN,85,2024-09-07,PO-36192
2247,1311,tallinn,ADJUSTMENT,-25,2024-06-23,ADJ-9214
2248,1227,pärnu,OUT,-5,2024-12-04,ORD-93163
2249,1165,tartu,TRANSFER,-36,2024-07-08,TRANSFER-7365
2250,1217,tartu,TRANSFER,88,2024-05-07,TRANSFER-7357
2251,1005,tallinn,IN,66,2024-10-03,PO-60064
2252,1223,tallinn,IN,9,2024-08-05,PO-69377
2253,1096,tartu,IN,40,2024-06-01,PO-79517
2254,1263,ladu,ADJUSTMENT,-5,2024-12-20,ADJ-6104
2255,1131,pärnu,OUT,-29,2024-07-02,ORD-61318
2256,1014,pärnu,OUT,-15,2025-02-10,ORD-19852
2257,1177,tartu,IN,44,2024-06-19,PO-51826
2258,1270,tartu,OUT,-32,2024-05-19,ORD-76062
2259,1070,tartu,OUT,-45,2024-07-16,ORD-69601
2260,1281,tallinn,OUT,-24,2025-01-31,ORD-19503
2261,1243,tallinn,IN,88,2024-04-04,PO-91192
2262,1139,tallinn,OUT,-39,2025-01-27,ORD-13231
2263,1302,tallinn,TRANSFER,6,2024-03-30,TRANSFER-2484
2264,1340,tallinn,IN,11,2025-01-20,PO-42225
2265,1059,ladu,IN,186,2024-06-06,PO-55264
2266,1247,pärnu,OUT,-42,2024-06-18,ORD-66992
2267,1155,pärnu,OUT,-2,2025-02-07,ORD-63193
2268,1174,ladu,IN,25,2024-03-24,PO-63664
2269,1044,tallinn,IN,86,2024-07-23,PO-27389
2270,1254,pärnu,IN,191,2024-01-16,PO-90667
2271,1124,tallinn,ADJUSTMENT,24,2024-02-01,ADJ-5806
2272,1135,pärnu,OUT,-2,2024-03-08,ORD-94688
2273,1334,pärnu,IN,70,2024-11-27,PO-62652
2274,1201,pärnu,IN,136,2024-03-05,PO-14971
2275,1144,tallinn,OUT,-19,2024-07-02,ORD-32689
2276,1312,tallinn,TRANSFER,9,2024-07-28,TRANSFER-3843
2277,1297,pärnu,OUT,-31,2024-01-03,ORD-55791
2278,1299,ladu,OUT,-50,2025-01-25,ORD-37088
2279,1201,tallinn,IN,69,2024-10-05,PO-11440
2280,1300,ladu,ADJUSTMENT,-18,2024-10-25,ADJ-2556
2281,1239,ladu,OUT,-13,2025-01-21,ORD-31418
2282,1142,pärnu,TRANSFER,22,2024-02-28,TRANSFER-5875
2283,1291,ladu,OUT,-37,2024-05-25,ORD-47424
2284,1200,ladu,IN,196,2024-06-12,PO-84350
2285,1305,tallinn,OUT,-31,2024-11-03,ORD-24472
2286,1034,tallinn,IN,27,2024-03-12,PO-62695
2287,1289,tartu,OUT,-23,2025-02-07,ORD-50116
2288,1237,tallinn,TRANSFER,58,2024-05-16,TRANSFER-3030
2289,1261,tallinn,IN,22,2024-03-21,PO-38563
2290,1064,ladu,OUT,-17,2024-07-31,ORD-43890
2291,1282,tartu,IN,114,2024-01-12,PO-36492
2292,1228,ladu,IN,113,2024-09-04,PO-24474
2293,1090,ladu,TRANSFER,-46,2024-10-07,TRANSFER-8217
2294,1223,tartu,IN,70,2024-07-31,PO-21246
2295,1085,tartu,OUT,-22,2024-08-05,ORD-44941
2296,1002,tartu,IN,16,2024-05-22,PO-81951
2297,1283,tartu,OUT,-47,2024-01-20,ORD-93753
2298,1099,ladu,TRANSFER,-18,2024-05-14,TRANSFER-5431
2299,1348,tartu,OUT,-46,2025-01-05,ORD-80400
2300,1129,tartu,OUT,-29,2025-02-04,ORD-93218
2301,1278,tartu,OUT,-25,2024-02-06,ORD-89096
2302,1153,tartu,OUT,-31,2024-01-06,ORD-62841
2303,1139,tartu,IN,131,2024-10-20,PO-89627
2304,1085,tallinn,IN,183,2024-03-16,PO-45333
2305,1045,tallinn,ADJUSTMENT,18,2024-05-31,ADJ-8195
2306,1107,tartu,OUT,-25,2024-04-17,ORD-78385
2307,1279,tartu,IN,125,2024-04-23,PO-71216
2308,1336,pärnu,OUT,-43,2024-07-20,ORD-81556
2309,1070,tallinn,TRANSFER,97,2024-07-14,TRANSFER-6757
2310,1289,tartu,IN,133,2024-09-13,PO-76250
2311,1065,tallinn,ADJUSTMENT,-7,2024-11-11,ADJ-8254
2312,1263,tartu,TRANSFER,86,2024-12-17,TRANSFER-5415
2313,1109,ladu,OUT,-47,2024-08-31,ORD-50735
2314,1280,pärnu,IN,163,2024-02-14,PO-36894
2315,1271,pärnu,IN,47,2024-10-13,PO-56677
2316,1310,tallinn,IN,147,2024-09-16,PO-77649
2317,1220,pärnu,OUT,-40,2024-04-05,ORD-70374
2318,1313,ladu,TRANSFER,66,2024-05-05,TRANSFER-5522
2319,1264,tartu,IN,132,2024-08-23,PO-48088
2320,1061,tartu,IN,152,2024-07-13,PO-31882
2321,1061,pärnu,OUT,-21,2024-05-10,ORD-80094
2322,1095,pärnu,IN,109,2024-04-18,PO-71403
2323,1254,ladu,TRANSFER,65,2024-03-29,TRANSFER-9516
2324,1006,ladu,OUT,-50,2024-12-13,ORD-26919
2325,1311,tartu,OUT,-2,2025-01-04,ORD-94667
2326,1317,ladu,OUT,-33,2024-09-01,ORD-29503
2327,1177,pärnu,OUT,-9,2024-12-26,ORD-86940
2328,1083,pärnu,IN,29,2024-07-16,PO-35518
2329,1194,tartu,ADJUSTMENT,-12,2024-02-06,ADJ-8483
2330,1039,pärnu,IN,144,2024-04-09,PO-50497
2331,1289,tallinn,OUT,-42,2024-09-07,ORD-56309
2332,1296,tartu,TRANSFER,-1,2024-01-04,TRANSFER-5936
2333,1203,tallinn,OUT,-8,2024-12-31,ORD-13012
2334,1063,ladu,TRANSFER,54,2025-01-10,TRANSFER-6661
2335,1211,tartu,ADJUSTMENT,-16,2024-06-08,ADJ-6261
2336,1242,pärnu,IN,185,2024-06-16,PO-95873
2337,1045,tallinn,OUT,-18,2024-02-27,ORD-87549
2338,1054,pärnu,OUT,-27,2024-08-10,ORD-73017
2339,1208,tartu,OUT,-2,2024-01-02,ORD-58777
2340,1091,pärnu,OUT,-47,2024-03-18,ORD-13950
2341,1344,tallinn,IN,23,2024-12-26,PO-58445
2342,1298,tallinn,TRANSFER,-70,2024-03-30,TRANSFER-3495
2343,1071,ladu,OUT,-49,2024-09-06,ORD-23128
2344,1180,tartu,OUT,-39,2024-08-14,ORD-34969
2345,1283,pärnu,TRANSFER,68,2024-02-13,TRANSFER-4810
2346,1121,ladu,IN,74,2024-06-02,PO-68743
2347,1100,tallinn,OUT,-3,2024-05-25,ORD-16289
2348,1147,ladu,IN,11,2024-07-25,PO-55074
2349,1147,pärnu,IN,198,2025-01-21,PO-21610
2350,1296,pärnu,IN,197,2024-03-04,PO-38103
2351,1047,pärnu,OUT,-38,2024-02-28,ORD-31470
2352,1290,pärnu,OUT,-10,2025-01-04,ORD-27883
2353,1347,pärnu,OUT,-1,2024-01-09,ORD-57990
2354,1118,tallinn,OUT,-1,2024-01-18,ORD-10105
2355,1150,pärnu,IN,26,2025-02-19,PO-28828
2356,1231,ladu,OUT,-9,2024-07-06,ORD-42102
2357,1003,ladu,OUT,-38,2024-11-20,ORD-84745
2358,1191,tallinn,IN,63,2024-01-27,PO-53573
2359,1134,tartu,IN,112,2024-06-05,PO-44157
2360,1332,tallinn,OUT,-9,2024-01-05,ORD-98115
2361,1001,tartu,IN,129,2025-01-03,PO-82691
2362,1258,pärnu,OUT,-27,2024-12-31,ORD-33353
2363,1322,ladu,TRANSFER,33,2024-10-17,TRANSFER-6146
2364,1286,tartu,OUT,-33,2024-03-10,ORD-53979
2365,1261,tartu,OUT,-27,2024-03-26,ORD-13016
2366,1246,tallinn,OUT,-30,2024-03-04,ORD-51653
2367,1179,pärnu,TRANSFER,30,2024-09-07,TRANSFER-4261
2368,1183,pärnu,OUT,-33,2024-03-13,ORD-89957
2369,1272,tallinn,OUT,-10,2025-02-17,ORD-14780
2370,1216,pärnu,IN,118,2024-12-30,PO-77716
2371,1116,ladu,IN,155,2024-02-13,PO-84005
2372,1205,tallinn,TRANSFER,45,2024-02-05,TRANSFER-2011
2373,1266,tallinn,TRANSFER,88,2024-09-13,TRANSFER-5122
2374,1149,tartu,IN,117,2024-02-20,PO-26918
2375,1068,ladu,OUT,-39,2024-06-11,ORD-91148
2376,1106,pärnu,OUT,-20,2024-06-01,ORD-46194
2377,1008,tallinn,ADJUSTMENT,6,2024-10-12,ADJ-8487
2378,1251,tartu,IN,48,2024-05-04,PO-35624
2379,1222,pärnu,OUT,-17,2024-01-02,ORD-14770
2380,1259,tartu,IN,38,2024-05-07,PO-55080
2381,1005,tartu,OUT,-15,2025-02-08,ORD-46548
2382,1276,tallinn,ADJUSTMENT,22,2024-05-07,ADJ-8427
2383,1092,ladu,OUT,-42,2024-05-18,ORD-35042
2384,1210,pärnu,ADJUSTMENT,6,2024-06-21,ADJ-3680
2385,1156,tallinn,ADJUSTMENT,-22,2024-09-05,ADJ-2737
2386,1323,tartu,IN,32,2024-07-12,PO-33284
2387,1317,pärnu,TRANSFER,-95,2024-11-23,TRANSFER-3937
2388,1304,pärnu,ADJUSTMENT,19,2024-02-04,ADJ-2565
2389,1226,tallinn,OUT,-37,2024-04-03,ORD-18409
2390,1193,tartu,ADJUSTMENT,-5,2024-07-04,ADJ-7727
2391,1104,pärnu,OUT,-35,2024-09-10,ORD-46749
2392,1259,tallinn,IN,194,2024-09-20,PO-95136
2393,1189,tartu,TRANSFER,-100,2024-02-20,TRANSFER-5556
2394,1003,tallinn,OUT,-40,2025-01-22,ORD-21664
2395,1346,tallinn,OUT,-34,2024-11-22,ORD-11494
2396,1113,tartu,OUT,-10,2024-09-13,ORD-46172
2397,1180,pärnu,TRANSFER,2,2024-12-04,TRANSFER-8872
2398,1007,tartu,OUT,-12,2024-05-27,ORD-45968
2399,1094,tallinn,OUT,-29,2024-11-29,ORD-12336
2400,1214,tallinn,IN,98,2024-03-29,PO-55665
2401,1244,pärnu,IN,73,2024-11-19,PO-32028
2402,1017,tartu,OUT,-29,2024-10-07,ORD-24573
2403,1050,ladu,TRANSFER,-61,2024-09-16,TRANSFER-9287
2404,1059,ladu,ADJUSTMENT,30,2024-11-12,ADJ-3556
2405,1005,tallinn,OUT,-23,2024-02-07,ORD-70016
2406,1184,tartu,OUT,-2,2024-06-29,ORD-22367
2407,1108,ladu,IN,90,2025-02-18,PO-16644
2408,1124,pärnu,IN,199,2025-01-11,PO-91729
2409,1294,pärnu,IN,111,2024-01-18,PO-55155
2410,1170,tallinn,IN,52,2024-09-05,PO-39695
2411,1136,tallinn,TRANSFER,-14,2024-11-03,TRANSFER-7742
2412,1065,ladu,IN,123,2024-04-04,PO-83311
2413,1183,pärnu,IN,38,2024-10-31,PO-32279
2414,1271,tallinn,OUT,-20,2024-08-04,ORD-78210
2415,1182,ladu,IN,48,2024-07-31,PO-86216
2416,1002,ladu,TRANSFER,-60,2025-01-10,TRANSFER-7465
2417,1298,tartu,ADJUSTMENT,-22,2024-05-23,ADJ-2329
2418,1243,ladu,TRANSFER,33,2024-01-12,TRANSFER-4831
2419,1196,tallinn,OUT,-36,2024-10-19,ORD-39615
2420,1076,tartu,IN,16,2024-03-03,PO-22165
2421,1040,pärnu,IN,88,2024-07-23,PO-12259
2422,1059,pärnu,IN,122,2024-06-15,PO-41237
2423,1281,tallinn,OUT,-16,2024-02-10,ORD-17802
2424,1347,pärnu,ADJUSTMENT,4,2024-04-29,ADJ-5160
2425,1119,tartu,ADJUSTMENT,15,2024-02-11,ADJ-8071
2426,1067,tartu,IN,92,2024-04-29,PO-45613
2427,1220,pärnu,IN,93,2024-07-13,PO-45660
2428,1335,pärnu,OUT,-2,2024-07-12,ORD-97310
2429,1172,tartu,OUT,-42,2025-02-12,ORD-90403
2430,1034,tallinn,OUT,-2,2024-05-13,ORD-63842
2431,1008,tartu,TRANSFER,71,2024-09-09,TRANSFER-5750
2432,1073,ladu,TRANSFER,-68,2024-06-23,TRANSFER-1309
2433,1071,tallinn,IN,188,2024-06-18,PO-64151
2434,1216,tartu,IN,195,2024-04-30,PO-24431
2435,1175,ladu,OUT,-22,2024-09-11,ORD-81423
2436,1019,pärnu,IN,73,2025-02-24,PO-12652
2437,1046,tartu,IN,59,2024-12-30,PO-69029
2438,1317,tartu,IN,142,2025-02-18,PO-87428
2439,1169,tartu,IN,197,2024-10-28,PO-54872
2440,1163,ladu,IN,107,2024-11-26,PO-31369
2441,1025,tartu,IN,99,2024-11-19,PO-22978
2442,1131,tartu,OUT,-34,2025-01-26,ORD-42436
2443,1234,tartu,IN,111,2024-07-15,PO-69096
2444,1020,pärnu,ADJUSTMENT,20,2024-07-07,ADJ-4354
2445,1077,pärnu,OUT,-42,2024-08-07,ORD-35307
2446,1236,pärnu,IN,88,2025-01-02,PO-79112
2447,1167,ladu,OUT,-2,2024-08-12,ORD-38106
2448,1190,pärnu,ADJUSTMENT,-28,2025-02-18,ADJ-9472
2449,1216,pärnu,ADJUSTMENT,-29,2024-08-06,ADJ-6064
2450,1092,tartu,IN,39,2025-01-26,PO-17806
2451,1186,ladu,TRANSFER,56,2024-04-26,TRANSFER-3679
2452,1043,tallinn,IN,194,2025-02-21,PO-85008
2453,1171,ladu,IN,43,2024-08-03,PO-75844
2454,1010,ladu,IN,91,2024-03-14,PO-43794
2455,1090,tartu,OUT,-35,2024-12-25,ORD-11173
2456,1045,ladu,IN,167,2025-02-27,PO-84050
2457,1180,ladu,IN,39,2024-03-13,PO-33376
2458,1305,pärnu,IN,70,2025-02-20,PO-45336
2459,1046,tallinn,OUT,-12,2024-04-19,ORD-42202
2460,1259,ladu,OUT,-49,2024-11-21,ORD-61994
2461,1189,tallinn,IN,112,2025-02-22,PO-73809
2462,1158,pärnu,IN,143,2024-02-05,PO-46847
2463,1190,tartu,IN,142,2025-01-16,PO-67590
2464,1249,ladu,IN,188,2024-08-12,PO-93749
2465,1150,pärnu,OUT,-43,2024-08-23,ORD-68954
2466,1088,pärnu,OUT,-31,2024-08-30,ORD-64727
2467,1294,tartu,OUT,-46,2025-02-23,ORD-21462
2468,1345,tartu,IN,141,2025-01-27,PO-33582
2469,1301,tallinn,TRANSFER,-83,2025-01-06,TRANSFER-6969
2470,1108,pärnu,TRANSFER,73,2024-03-20,TRANSFER-3620
2471,1257,ladu,OUT,-48,2025-02-14,ORD-22489
2472,1133,pärnu,ADJUSTMENT,25,2024-06-18,ADJ-1799
2473,1080,ladu,IN,153,2024-06-02,PO-46880
2474,1153,ladu,IN,161,2024-09-28,PO-21846
2475,1133,ladu,TRANSFER,95,2024-09-25,TRANSFER-7732
2476,1345,tartu,IN,156,2024-08-07,PO-80806
2477,1128,ladu,ADJUSTMENT,-20,2024-03-13,ADJ-1988
2478,1332,ladu,ADJUSTMENT,-26,2024-10-28,ADJ-1768
2479,1074,pärnu,IN,84,2024-03-02,PO-20736
2480,1172,tartu,IN,10,2024-04-23,PO-78824
2481,1179,tartu,OUT,-17,2024-06-28,ORD-56975
2482,1276,tartu,IN,170,2024-11-04,PO-56088
2483,1042,tartu,OUT,-8,2025-02-26,ORD-18708
2484,1033,tallinn,IN,198,2025-01-29,PO-73985
2485,1074,tartu,IN,105,2024-08-04,PO-80088
2486,1104,tartu,IN,14,2024-09-06,PO-15716
2487,1199,tartu,OUT,-40,2024-05-30,ORD-77965
2488,1017,tartu,OUT,-34,2025-01-01,ORD-90659
2489,1165,ladu,IN,99,2024-05-03,PO-10776
2490,1342,tartu,TRANSFER,-46,2025-01-27,TRANSFER-8115
2491,1289,pärnu,IN,39,2024-04-16,PO-91778
2492,1154,tallinn,TRANSFER,-74,2024-05-30,TRANSFER-3942
2493,1250,tartu,OUT,-32,2024-06-26,ORD-41873
2494,1197,tallinn,OUT,-44,2024-12-12,ORD-71245
2495,1266,tartu,IN,103,2025-01-08,PO-86819
2496,1305,tartu,OUT,-33,2024-01-13,ORD-91052
2497,1021,tallinn,IN,180,2024-03-26,PO-37274
2498,1012,ladu,OUT,-29,2024-07-15,ORD-50521
2499,1188,tallinn,IN,83,2024-02-15,PO-98283
2500,1224,ladu,OUT,-30,2024-02-18,ORD-62639
2501,1223,tallinn,ADJUSTMENT,10,2024-11-04,ADJ-2676
2502,1008,tartu,ADJUSTMENT,-16,2024-03-08,ADJ-5221
2503,1183,pärnu,OUT,-2,2024-12-07,ORD-18463
2504,1263,ladu,ADJUSTMENT,14,2024-08-19,ADJ-4098
2505,1272,tartu,OUT,-18,2025-02-21,ORD-67427
2506,1090,tallinn,OUT,-38,2024-06-03,ORD-87575
2507,1119,tallinn,IN,176,2024-07-03,PO-74252
2508,1008,tallinn,ADJUSTMENT,18,2024-06-23,ADJ-6145
2509,1062,pärnu,IN,127,2024-07-23,PO-21721
2510,1036,pärnu,OUT,-23,2024-09-10,ORD-51726
2511,1236,pärnu,IN,8,2024-02-22,PO-23770
2512,1027,tartu,OUT,-23,2024-01-21,ORD-20317
2513,1259,tallinn,OUT,-47,2025-01-12,ORD-11673
2514,1151,tartu,IN,129,2024-04-28,PO-70881
2515,1166,tallinn,OUT,-16,2024-08-10,ORD-46005
2516,1006,tallinn,IN,177,2024-05-03,PO-73454
2517,1330,tartu,OUT,-3,2024-05-06,ORD-16068
2518,1071,pärnu,OUT,-48,2024-12-15,ORD-76176
2519,1014,tartu,IN,60,2025-02-02,PO-26474
2520,1230,tallinn,TRANSFER,53,2024-06-06,TRANSFER-5113
2521,1211,pärnu,IN,159,2024-10-02,PO-33814
2522,1027,pärnu,TRANSFER,-4,2024-10-25,TRANSFER-6556
2523,1062,tallinn,IN,60,2024-12-12,PO-25567
2524,1254,ladu,IN,74,2024-02-03,PO-72924
2525,1141,ladu,TRANSFER,52,2024-05-22,TRANSFER-8092
2526,1063,ladu,IN,136,2024-04-11,PO-32318
2527,1309,tartu,OUT,-31,2024-01-07,ORD-21005
2528,1148,ladu,ADJUSTMENT,16,2024-03-01,ADJ-4887
2529,1325,tallinn,IN,33,2024-12-31,PO-37354
2530,1221,ladu,TRANSFER,-97,2025-02-11,TRANSFER-9979
2531,1238,ladu,IN,63,2024-01-08,PO-32428
2532,1001,tallinn,OUT,-29,2024-12-21,ORD-98463
2533,1103,ladu,IN,60,2024-01-11,PO-85567
2534,1276,tallinn,TRANSFER,40,2024-06-03,TRANSFER-7674
2535,1338,pärnu,OUT,-34,2024-08-31,ORD-33625
2536,1295,pärnu,ADJUSTMENT,29,2024-08-25,ADJ-2387
2537,1063,tartu,OUT,-21,2024-04-19,ORD-59961
2538,1085,tartu,OUT,-12,2024-09-12,ORD-78432
2539,1316,tallinn,TRANSFER,-86,2024-03-08,TRANSFER-6247
2540,1119,ladu,OUT,-28,2024-09-16,ORD-13300
2541,1253,tartu,TRANSFER,-40,2024-04-25,TRANSFER-1762
2542,1273,pärnu,OUT,-25,2024-07-05,ORD-85638
2543,1349,tallinn,OUT,-26,2024-06-21,ORD-26016
2544,1102,ladu,IN,106,2024-12-04,PO-98103
2545,1056,pärnu,OUT,-19,2024-09-06,ORD-48212
2546,1017,pärnu,OUT,-18,2024-08-13,ORD-92457
2547,1179,tallinn,OUT,-24,2025-01-08,ORD-78144
2548,1154,pärnu,OUT,-27,2024-03-29,ORD-42043
2549,1316,ladu,OUT,-21,2025-01-10,ORD-23602
2550,1115,pärnu,OUT,-2,2024-09-11,ORD-97089
2551,1134,tallinn,OUT,-11,2024-07-29,ORD-12256
2552,1302,pärnu,OUT,-48,2024-01-21,ORD-94628
2553,1178,pärnu,IN,113,2024-05-03,PO-27691
2554,1324,tartu,ADJUSTMENT,-28,2024-10-04,ADJ-7503
2555,1171,tallinn,OUT,-42,2024-08-02,ORD-42992
2556,1298,ladu,OUT,-44,2024-04-09,ORD-63114
2557,1003,tallinn,TRANSFER,33,2024-12-09,TRANSFER-8897
2558,1010,ladu,ADJUSTMENT,-24,2025-01-30,ADJ-5485
2559,1152,pärnu,TRANSFER,-10,2024-07-16,TRANSFER-8794
2560,1085,tallinn,OUT,-11,2024-09-25,ORD-91977
2561,1308,tallinn,IN,8,2024-12-08,PO-67073
2562,1232,tartu,OUT,-39,2024-02-13,ORD-31995
2563,1061,ladu,ADJUSTMENT,-9,2024-07-29,ADJ-7878
2564,1042,ladu,IN,78,2024-11-30,PO-77433
2565,1219,tartu,OUT,-19,2025-02-08,ORD-66227
2566,1114,pärnu,IN,64,2024-07-11,PO-30241
2567,1128,ladu,OUT,-1,2024-07-18,ORD-58998
2568,1131,tartu,OUT,-23,2024-06-03,ORD-21174
2569,1320,tallinn,OUT,-5,2025-02-06,ORD-76391
2570,1299,pärnu,OUT,-41,2024-01-09,ORD-87863
2571,1150,tartu,OUT,-10,2025-01-27,ORD-69325
2572,1059,pärnu,OUT,-23,2024-05-22,ORD-59167
2573,1229,tallinn,TRANSFER,51,2024-04-13,TRANSFER-8526
2574,1069,tallinn,IN,134,2025-01-05,PO-96733
2575,1261,ladu,ADJUSTMENT,-3,2024-12-13,ADJ-9700
2576,1266,tartu,IN,77,2024-01-31,PO-47154
2577,1085,tallinn,IN,59,2024-01-20,PO-77548
2578,1121,tartu,OUT,-2,2025-01-18,ORD-49160
2579,1138,ladu,IN,110,2025-01-31,PO-47660
2580,1110,pärnu,ADJUSTMENT,29,2024-06-20,ADJ-9592
2581,1206,tallinn,TRANSFER,-9,2024-07-28,TRANSFER-9508
2582,1245,tartu,OUT,-45,2024-09-18,ORD-31715
2583,1017,ladu,TRANSFER,-42,2024-03-06,TRANSFER-2869
2584,1105,ladu,OUT,-6,2024-03-29,ORD-24850
2585,1039,tartu,TRANSFER,100,2024-05-12,TRANSFER-1351
2586,1098,pärnu,IN,12,2024-05-01,PO-46179
2587,1199,tartu,OUT,-42,2024-12-24,ORD-69803
2588,1107,tallinn,ADJUSTMENT,-20,2024-05-06,ADJ-8888
2589,1086,tartu,TRANSFER,-57,2024-10-11,TRANSFER-8251
2590,1189,ladu,TRANSFER,-10,2024-07-29,TRANSFER-3137
2591,1022,tallinn,OUT,-10,2024-12-17,ORD-84657
2592,1230,tartu,OUT,-3,2024-11-16,ORD-24372
2593,1031,pärnu,TRANSFER,61,2024-11-30,TRANSFER-2702
2594,1032,ladu,IN,100,2024-09-30,PO-64291
2595,1347,tartu,TRANSFER,-3,2025-02-05,TRANSFER-6114
2596,1328,tallinn,TRANSFER,-92,2024-03-26,TRANSFER-8127
2597,1338,tallinn,IN,191,2024-06-23,PO-91431
2598,1345,ladu,OUT,-43,2024-09-23,ORD-21666
2599,1058,ladu,IN,176,2024-12-25,PO-19796
2600,1346,ladu,IN,179,2024-06-10,PO-37481
2601,1239,ladu,IN,147,2024-03-15,PO-93576
2602,1264,tartu,IN,166,2024-03-10,PO-14020
2603,1194,tartu,ADJUSTMENT,-24,2024-12-08,ADJ-7583
2604,1238,pärnu,OUT,-14,2024-07-20,ORD-51609
2605,1348,pärnu,IN,8,2024-10-03,PO-32871
2606,1183,ladu,IN,52,2025-01-27,PO-24284
2607,1189,tartu,OUT,-3,2024-05-28,ORD-29252
2608,1154,tallinn,TRANSFER,52,2025-01-02,TRANSFER-7411
2609,1159,tallinn,IN,119,2024-02-01,PO-85221
2610,1340,pärnu,IN,147,2024-03-11,PO-93790
2611,1344,pärnu,IN,119,2024-06-08,PO-46170
2612,1203,ladu,IN,148,2025-01-28,PO-54314
2613,1075,ladu,OUT,-33,2025-01-07,ORD-77267
2614,1294,pärnu,TRANSFER,42,2024-06-03,TRANSFER-1075
2615,1134,tallinn,OUT,-22,2024-02-01,ORD-19736
2616,1056,pärnu,ADJUSTMENT,23,2025-01-15,ADJ-6187
2617,1281,pärnu,ADJUSTMENT,3,2024-08-15,ADJ-4118
2618,1316,tallinn,OUT,-50,2024-10-01,ORD-68162
2619,1135,tallinn,IN,48,2025-02-28,PO-58253
2620,1012,pärnu,OUT,-17,2024-04-11,ORD-95265
2621,1215,tallinn,IN,31,2024-12-03,PO-61611
2622,1158,tartu,ADJUSTMENT,29,2025-01-06,ADJ-7800
2623,1085,ladu,OUT,-8,2024-05-25,ORD-78270
2624,1091,tallinn,OUT,-48,2024-06-03,ORD-89256
2625,1039,ladu,OUT,-39,2025-01-15,ORD-31270
2626,1125,ladu,ADJUSTMENT,13,2024-08-20,ADJ-9723
2627,1163,tartu,IN,135,2024-05-05,PO-93381
2628,1206,tallinn,IN,169,2025-02-03,PO-88510
2629,1081,ladu,OUT,-35,2024-06-18,ORD-91299
2630,1189,tallinn,ADJUSTMENT,-29,2024-12-06,ADJ-4959
2631,1048,pärnu,OUT,-29,2024-06-30,ORD-81642
2632,1265,tartu,IN,114,2024-11-22,PO-84717
2633,1255,pärnu,OUT,-43,2024-03-01,ORD-87970
2634,1223,tallinn,IN,149,2024-03-18,PO-45930
2635,1338,pärnu,IN,147,2025-02-26,PO-78608
2636,1075,pärnu,TRANSFER,-67,2024-11-03,TRANSFER-1788
2637,1253,tartu,IN,34,2025-02-03,PO-60658
2638,1112,tartu,OUT,-26,2024-06-18,ORD-94084
2639,1116,tartu,IN,31,2024-10-26,PO-58248
2640,1047,ladu,OUT,-3,2024-06-30,ORD-66798
2641,1156,ladu,OUT,-25,2025-02-10,ORD-41175
2642,1118,tartu,OUT,-26,2025-01-03,ORD-18899
2643,1305,pärnu,IN,188,2024-09-29,PO-76109
